,comment
491,AAAAAAAAHHHH SUKAAAAA
492,#RI2020 #Trendingkan
493,P
494,KERENNNN BGT WOYYY 🔥🎉
495,Parah sih keren bgt
496,sedih euy
497,Waktu lathi sama blackpink beuh auto merinding wkwkwk
498,"Kerennn mo nangis,wewwww bgttt"
499,Gilak woy kerennnnn 🔥🔥😭😭😭😭
500,Big love and support for you all👊🏻👊🏻
501,🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨
502,Gilak keren banget sih !!!!!!!!!!
503,MANTAPP BANGG CHANNDD🇮🇩👍
504,gila anjir😭😭😭😭😭
505,KEREN BANGET KAK😭 GA NYANGKA SECEPET INI 2020🥲
506,merinding
507,Tersajikan dengan sangat baikkkkk
508,"bagus dan bersatu.karena ada sponsor yang nyata wkkwkwkw , ga kek tahun kemarin absurdd.
ini sih pecah abis"
509,"Sumpahhh UAPIKKKKK PUOOOOLLLLLLLLLL!!!!!!
🔥🔥🔥🔥🔥🔥👍👍👍👍👍👍👍👍
#RI2020"
510,KEREENNNNN 🔥🔥🔥🔥🔥
511,WOYY KEREN BANGETTTTT
512,"2:42 ada UN1TY ternyata:"""
513,kuwerennnnn 🔥
514,kerenn sumpa
515,KERENNN BNGT SIHHHHHHHHHH
516,pak muhhhhh gemoy😭😭😭
517,anak gg
518,KEREN BGT!🔥
519,#RI2020 #Trending
520,"Gak berhenti2nya merinding gw.
Keren 👍🏻👍🏻👍🏻
Semoga Indonesia cepat pulih dan makin tercipta persatuan dan kesatuan! 👌👌👌"
521,Keren parah
522,Nnggss kren bgett sob
523,"OMGGGG, KEREN BANGETT"
524,"NANGIS:"""
525,trending yuuuk
526,HADIAH TERINDAH PENUTUP TAHUN❤️
527,"Kereennn bnggtttttt, fixx suatu hari nnt gua bkl berpartisipasi di rewind tahunan jugaa, sumpahh merindingg smpe nangiss"
528,LORD KUNGKINGKANG SAYA TIDAK MELIHAT
529,JUJUR KEREN BANGET YA ALLAH NANGISS🥺!!!!!
530,🥺😥
531,GILAAA GILAAAAAAAA MERINDINGGG OIIII !!!!!!!!
532,: ))
533,Kacau keren banget sih 🔥
534,GOKILL KERENNN BANGET ✨❤️
535,"Kereeen bngt, sedih banget"
536,Parah ini sihhh kerennn abis konsepny ..
537,go trendiiing
538,KEREN!!!!
539,Yg unlike itu siapa woy🥺
540,"Nahaaa mewekkk gua pas skinny kaya pamit... :'(
Semoga kalian tetap berkarya 
Dan buat kak Chandra sumpah ini KEREN banget
Pesan moral nyampe bgt.. tengkyu buat semua content creator YT INDONESIA.. LUAR BIASA"
541,Daebakk!!
542,Up
543,Ericko lim mana ?
544,Goks paraaaaaaah
545,Sungguh epic sekali.that's amazing #RI2020
546,Jujur merinding
547,GILAAAAAAA MERINDIIINGGGG
548,tolong ini keren bgt
549,Coba Mas Alip_Ba_Ta di ajakin bakalan trending dan musisi bule bnyak yang mereaction
550,#RI2020 #Trendingkan
551,"Gw dateng dari masa depan, kalo besok ini video bakal tranding, bahkan besok nya lagi tranding no 1"
552,Bagus banget 👍
553,MERINDING 🔥🔥🔥
554,Demi apa aku nangiss 😭
555,ini baru youtube rewind
556,Demi apa gua merinding dari awal Ampe akhir.
557,Gilaaa parah keren bangett!! semangat terus youtubers creator Indonesia
558,"Eclipse always,  sayang arap ga join....."
559,KEREN PAKE BANGET.
560,speechless
561,"Parahhh, kerennnnn 😍😍😍"
562,"Viralkan
Trending kan
Hebohkan
Terkenal kan"
563,kurang ria sw😭😭😭😭😭
564,Trending
565,KEREN BANGET KAK😭 GA NYANGKA SECEPET INI 2020🥲
566,"7:54 
asffjglglfjsjskajlakhfgak
savage  merinding badan"
567,"Cinta produk lokal,mtp"
568,Mantpap. Dah...
569,Terimakasih telah berkarya. Terimakasih telah menemani kami selama tahun ini yang penuh dengan tantangan.
570,Anj merinding
571,"Terimakasih para YouTubers sudah menghibur kami yang lagi di rumah aja, bravo!"
572,THIS IS INSANE 🔥❤️ #RI2020
573,Daebak!!!!
574,Buseh ada iklannya wkwkwk
575,Well played
576,"Wow keren bangettt🤩🤩🤩, sayangnya lord Tara Art gabisa ikutan gegara kena corona😣,Btw rewind 2020 keren abislah pokoknya 👍"
577,"Keren Paraaahhh,, Indonesia Bangga 🇲🇨🇲🇨🇲🇨"
578,Ada bang budi sembrenget
579,Kereenn asfvcrsse
580,Mau nangiissss
581,Gokil mantap
582,Dunia harus liat ini!
583,Gilaa keren abiss 🔥🔥
584,KEREN BANGEEETTTTTTT
585,AAAAAAA SUMPAH KEREN BANGETTT😭❤️❤️❤️❤️🇮🇩🇮🇩🇮🇩✨💕
586,"DEMI ALLAH GUE NANGIS, MERINDING"
587,Nangis
588,Ini mah harus Trending!!!!!!!!!!
589,appreciate it
590,Arghhh keren bgt
591,Yang bikin gw sedih adalah ini rewind terakhir untuk skinny 😭😭
592,MERINDING!!! GOKILL ABISSSS😭😭😭💘💘💘💘💘
593,THE BEST YOUTUBE REWIND SO FAR 🎉🎉🎉
594,Keren bgt .. Uhuyy
595,Seneng campur sedih liat nya
596,Mntp bgt bang jago🔥
597,MANCA MANA
598,I feel like I was on a movie cinema 🥺😭👍🏻
599,Keren rewind terbaik
600,Merinding sog👍👍
601,Trending
602,"Merinding ahhh
Good job youtuber Indonesia 👍"
603,"Gk tau mau komen apa lagi, keren parah!!😭😭 Bangga dengan para Content Creator Indonesia!♥️ Paling bikin seneng scene Fadil dan Pak Muh joget 😅😅"
604,Waaaa kok netes ya.. kalian yg nemenin gue waktu sakit soalny😍
605,D ulang2 tetep aja nanggis aq endingx... Terdebeeeeessss semuax yg terlibat d sini... Makasih bgt pesan kehidupanx masuk d hati dan otak...
606,3:09 ada yang nongol aowkowk
607,INI THE BEST SUMPAH
608,Gilssssss🔥🔥🔥🔥🔥🔥🔥🔥
609,"Apresiasi sebanyak-banyaknya untuk kalian, gua pibadi merinding"
610,"Keren Parah Sih
Salut gw sama konten kreator indonesia
I Love You"
611,Terimakasih buat karya nya🔥
612,KEREN BANGET GA NGERTI LAGI😭😭😭
613,TRENDINGKAN YA ALLAH....
614,"GOKIL, PETJAH PARAH SIHH💯🔥🔥🔥🔥"
615,"be proud Indonesia, you have these people who can make u proud- internationally speaking. don't waste them :)"
616,Besok.juga tranding 1
617,Keren!
618,"Kepaksa gua like dan kasih nilai 10/10 karena terlalu keren, ahh jancok"
619,I'm not ready
620,Ohh ada deng😘
621,"Merindingg, keren baangettt :')"
622,Keren betul ini video 😂🙏
623,Bengong gw liat nya
624,Itu yg di awal video siapa?? kwkwkwk
625,"take a breath and give the highest RESPECT, to the TEAM 👏🏻👏🏻👏🏻"
626,"gaa pernah comment di youtube, tapi ini gokil parah sih. sampe bingung bisa gaa sih like berkali-kali?!!! good job semuanya, keren bangeeet"
627,"5:30 dari sini kita tau kenapa lagu ini ada,tapi penyanyi nya ga ada, karena dia tidak layak masuk sini chuaakkzz"
628,yt rewind ter the best disutradarai oleh chandra beda kualitas sama 2019 oleh erickontollim
629,"YouTube rewind go,go,go trending!!!"
630,keren bangettt ampe nangiss 👏😭
631,"HARUS TRENDINGGG, GABOLEH ENGGA TITIKK!!!!"
632,Kerenn bngtttt
633,KECEEE
634,trending ga nih besok pagi?
635,Terimakasih buat semua yang terlibat ini keren bangetttt
636,Sedih:’)
637,mostly keren parahhh woi !!!!
638,Keren parah pakk....
639,Keren bangett nangissssss
640,"Bahkan yang like lebih banyak daripada views nya :'), you guys amazing!"
641,👍👍👍
642,Keren abissssssss huwaaaaa makasih semuanyaaaaa😭❤❤❤
643,"I dont know why have some people dislikes this video. This video too fine and masterpieces!
#lovefrommalaysia"
644,"FIX JAUH LEBIH BAIK DARI YG 2018, NO DEBAT"
645,EPIC COMEBACK!!!!!!!!!
646,kangen bgt sama semuanyaaa
647,Terima kasih sudah menutup 2020 yang penuh dengan kejutan yang mungkin tidak menyenangkan tp dengan adanya konten ini saya rasa kita semua mampu melewati nya bersama
648,"Edan Alus Pisannn
#RI2020"
649,PAK MUHAMMAD IKUT DONGGG
650,"Terima kasih, karya nya keren bgt :("
651,Trending
652,udah nonton lebih dari sekalii dan tetep ketawa sambil nangis:(
653,Finallyyyy
654,keren bgt🔥🔥🔥
655,"WALAU SEBAGAI PENIKMAT YT, GW BANGGA ATAS SEMUA KERJA KERAS KALIAN GUYS AND IDE"" GILA KALIAN, BIG THANKS FOR CHANDRALIOW AND TEAM!!! PROUD OF YOU ALL 👏👏👏👏👏👏👏👏👏👏👏👏👏"
656,Mantap cukkkk
657,09.35 Chandra Liow x Agung Hapsah x Creamypandaxx. Emang udah paling the besttttt👍😎
658,KEREEEN TAPI AKU BELUM LIAT TAPI AKU SUKAAA
659,Nice
660,"KARYA YG WAR BIASAH 🥺🥺🥺 
I ♥️ YTB REWIND INA 🇮🇩 2020"
661,jangan ada yg reupload ke tiktok dong
662,😭😭😭❤️❤️❤️
663,Choky dan tretan muslim blokkk🤣🤣🤣 kalian dewa nya dsni 🤣
664,Nangisss
665,"Rewind terkeren asli senyum, tawa, sedih, haru semua jadi satu, kalian keren 🙌🏽🙌🏽🙌🏽"
666,APAANSI KOK KEREN BGT YAALLAH PROUD😭😭🖤🖤🖤🖤❤️❤️❤️❤️
667,"Apresiasi sebesar-besarnya Chandra, Aulion and team and everyone involved. Gokiiiilllll!!!!!"
668,Coki muslim best part🔥
669,#RI2020!
670,Merinding asliii ini keren bangetttt ..dukung karya you tobe lokall❤️❤️❤️❤️
671,Ga ada ericko lim.. Apa karena candra liaw membenci nya??? :(
672,"Pas hanin nyanyi merinding sumpah, dengan scene yg relate sm keadaan sekarang😭😭"
673,Goodbye Skinny
674,Gaske slur
675,"Ini YouTube rewind Ter epic Indonesia menurut gua karna banyak YouTuber besar dan YouTuber"" lama kolab di 1 video besar,kalo sampai gk trending wah parah si"
676,Goks pars sih!!! Mantuull!!!
677,Keren paraahhh!!
678,nangisssssss sebagus ituuuuu asdfghjkl
679,"Sumpah ini YouTube rewind yg terbaik setelah 2016 🔥🔥🔥 
Gw suka banget semoga sukses slalu kak Chandra dam rekan rekan
Semoga tranding no 1 aminn🙏🙏🙏"
680,Merinding aslii nontonnyaa 😭😭
681,Gokil keren banget harus trending no. 1 sampe Januari
682,Loved
683,Gila keren banget
684,keren bangettttttt
685,ASLIIII MERINDING WOIIIIII
686,Gila parah keren banget😭😭😭
687,Keren gilaaaaa
688,"522rb View
564rb Like
Mantap!!❤️🎉"
689,Gue tonton berulang-ulang
690,Parah ini keren banget 😭👍
691,11.22 mas anca!!!! I got a goosebumps in this part though
692,Jujur gw nonton di rewind kek nonton iklan honda but 🔥🔥🔥
693,Goodbye skinnyindonesian24
694,THE REAL MASTERPIECE
695,Gokilll
696,Keren banget anjim
697,Fix lathi paling OP 🔥🔥
698,SEMPURNAHH
699,Luv
700,Meaningnya dalem
701,"Terima kasih 2020, sudah menemaniku sampai sekarang. 
Tahun 2020 adalah tahun yang paling beda.
THANK YOU 2020
😭🥰😭🥰"
702,Trending
703,Benar benar hal terkecil pun yang trend di youtube 2020 ini tidak terlewatkan  . Hampir semua youtuber yg dari awal juga aada. Best woiii  ❤️
704,KERENNNN WOYYYY GILAAAAA✨✨🥰🥰🥰
705,SANGARRRR❤️
706,THIS IS SOME GOOD QUALITY SH*TTTT
707,The best
708,BAGUS BANGEEET
709,"Cakep nih , artis2 gk usah ada"
710,GILAAAA INI SIH EPIC YOUTUBE REWIND PALING EMOSIONAL BIKIN NANGIS DARI MENIT AWAL GILA GILAAA PECAH SIHHH 😭😭👏👏
711,"PARAH ANJIR, KEREN ABIS!!!!!!"
712,Jadi ke inget vibe tahun 2015 an di menit 10:27-selesai.
713,Trending yuk bisa yukk
714,Aslliiii sintingggg banget nih video!! Sintinggg creatornya!!! *applause!! 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼
715,yaAllah kaget banget ada pak muh🥺
716,KEREN BANGET
717,"demi apa sedih,INDONESIA MAJU INDONESIA KERENNN"
718,Merinding dan nangis nontonnya. Indonesia bangga punya kalian.
719,KEREN BGT WOY TERHARU 🥺😭🙂
720,#Trendingkan
721,Trending
722,Candra Liow kalo udh ngedirect ga ada obat🔥🔥
723,"Terimakasih semuanya. Keren dah keren. Dibikin nangis gara-gara ini malem-malem. Jadi nostalgia, jdi inget moment2 yang udh pernah dilewatin sepanjang 2020 ini. Makasih atas kerja keras kalian. Love you"
724,Keren
725,KEREN BANGETTTTTT
726,#Trendingkan
727,KERENN BANGETT OMG!!!
728,speechless
729,nangiss 😭😭😭😭❤️❤️❤️
730,seneng bgt pas liat buna senyum masi pake hijabnya🥺
731,"Ayo indonesia bersatu, kita ini negara yang keren dan kreatif bgt!
Makasih buat semua yang ikut dalam rewind udah ngasih konten yang bagus bgt! Its worth every second! 🇮🇩❤🤍"
732,GEWLA KEREN POOLLL
733,WAJIB TRENDING GUYS! KEREN SEKALI KUALITAS DUNIA INI REWIND INDONESIA 2020.
734,GILAAA KEREN BANGETT!!!
735,PARAH PARAH KEREN BANGEETT WEII😭🔥
736,Let's gooo #RI2020 you did a great job team
737,Trending
738,Prediksi: 20 juta views
739,aku ga liat keanuuuu
740,Keren abissss uyyyyy
741,merinding cokk
742,OMG this is so cool congrats y'all
743,Keren banget tapi sayang kurang panjang
744,Kerennnnnnn
745,Video terkeren @tim2one always
746,Keren banget.
747,Keren banget sumpahh
748,keren banget parah!!
749,yay ada lagu maafkan aku#terlanjur mencinta
750,Kok nangis sih aku😭😭
751,Trending
752,"Kalo dibikin pakek hati ya gini, nyampee nyaa ke hati juga🖤🖤"
753,2021 its time for agung hapsahhhhhhhh
754,Keren banget
755,Huaaaahhh krenn bangeeett😭👍🏻
756,Definisi merinding sekaligus bangga🔥✨
757,"Keren, ga ada obat sumpah !!!"
758,ngacoo ini keren parah cuy
759,"This is fucking lit, thx buat skinnyindonesian, the end of yhe legend, the myth, the coolest, most creative, and one and only.... ending nya ngena"
760,Matippsss
761,Kereeenn 🔥🔥
762,Go international ini nah...!!!!!
763,Youtuber bang?
764,"Sedih gue😭😭😭
https://youtu.be/COs2P7S50Kg"
765,Akhirnya Reza Arap Kembali :)
766,Ini pecah bangeet RI 2020 😭😭🔥🔥
767,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼
768,petjaaahhh✨💙
769,Pas diplay auto nyebutin nama yutuber satu persatu
770,Gilek parah
771,"🔥🔥🔥🙌🏻👏🏻 keren puol, tp endingnya sedih :’)"
772,Rewind yg paling gw suka
773,parahhh kerennya
774,Gokil parahhhhh
775,Keren parahh merinding nontonnya
776,Trending
777,AAAA GOOSEBUMPS! ASLI MERINDING.  EXCELLENT CHANDRA AULION N TEAM!👏👏👏🔥🔥🔥🔥🔥
778,"KEREN BANGET 😭 Selalu KEREN, semua anak bangsa kreatif dan semangat, nonton ini seerti naik roller coaster naik turun emosional, good lob ❤️"
779,Ngefreeze ya?
780,waiting for BTS
781,Merinding aku nontonnya
782,ARTIS ALAY GA DIUNDANGGG!!!!!! HAHAHAHA
783,Gada ErpanNya Woi Tapi Keren Bangett Sumpeh Daah👍
784,impresive
785,Keren bngtt
786,Keren parah
787,KEREN PARAHHHHH
788,KEREN BANGET WOIII😭💓
789,Great
790,KERENN BANGETT OMGG!!!
791,04:27
792,#RI2020 kaga ada obat nya🔥
793,Kerennn 🔥🔥🔥🔥
794,Ending yang sangat membagongkan:(
795,ini baru berkelas!
796,Trending
797,ASLI KEREN BANGET😭
798,Wow keren banget
799,Kereen parah ❤️❤️
800,"Gilaaaa
Andovi sama jov udh pensiun
Gillaaaaaaa si ini
Paling the best"
801,Waah ini keren abis sedihnya dapet banget👍
802,Keren abis anjir
803,KEREN PARAHH
804,KEREN BGTT KACAUUUUU
805,"KEREN BANGET !!!!!!! BANGET BANGET BANGET , PLEASE , SCENE TERAKHIR 😭😭😭😭😭 GYE NANGIS"
806,Demiapaziiii ni keren bgt
807,"CUKUP DIBAYAR DENGAN LIKE
1:42 = Justin Bieber - Holy ft. Chance The Rapper
1:46 = NIKI - Lose
1:56 = Jawsh 685, Jason Derulo - Savage Love (Laxed - Siren Beat)"
808,Kereeeeeeeeeennnn
809,Trendingkan #RI2020
810,Pokoknya kalau ada bang atta atau kak Aurel pasti ke sini buat nonton
811,4Brothers Mana Kak??
812,Speechless.
813,"Jujur dapet bgt smua makna yg ad di dalamnya, ini baru bener2x rewind satu tahun, terharu dan bener2x ngerasa satu tahun ini yg merasa gk ad yg mw di kenang setelah nonton ini sadar banyak bgt cerita di tahun 2020. Makasih buat semua yg sudah bekerja keras membuat ini, ak sayang semua. Semoga Covid ini hilang di 2021 Aminnn"
814,AYO HARUS TRENDING 1 NIH
815,go trending ✊
816,PECAH
817,Gila merinding parah!!!!
818,"Kuranf teguh suwandi sama erpan 
Masa piraz masuk erpan kaga"
819,Belum tentu setahun sekali kualitas video rewind kaya gini.. bisa jadi 5 tahun lagi baru ada yang menyaingi
820,IMPRESIF
821,#RI2020 top!
822,damn merinding.. good jobs guys 🙏🏻
823,Masa gaada lord narkoboy 🙏
824,seseorang melihat erpan?
825,NO WINDAH NO TRENDING
826,Sumpahhh mrinding bangett dan seneng bangetttt ada agung hapsah woyyyyy❤❤❤❤❤❤❤❤❤
827,BEST EVERR....😭
828,"Aisyah istri rasululloh gak ada ?
Itu kan salah satu fenomena cover 2020"
829,GILAAAA KERENN PARAHHH
830,SUMPAHH INI KEREN BANGET BIKIN MOOD KU YANG TADI KESEL LANGSUNG NAIK
831,"#RI2020 REWIND INDONESIA 2020 KONSEP VIDEONYA KEREN BANGET,
SEMOGA DITAHUN DEPAN YOUTUBE DI INDONESIA SEMAKIN BAGUS & KREATIF, DAN CHANNEL KAMI ROVSPORT LEBIH MAJU TEMBUS 500K SUBS
SALAM BEDILER"
832,ALIGGGGG
833,Kereeeennn... congrats guys ! 💞💞💕💕💕
834,Gegehhhhhhhhhhhhhhh
835,"19:45 - 10:25 best banget sih. Lagunya enak bat walau di mix dan tumpuk (?) Gitu.. mantapppppp
Go trending 1 for last skinnyindonesian24 performance !!!!
#RI2020"
836,"Kaget tiba"" Ada LDP"
837,Ad iklannya dong
838,"Nilai 100 aja ga cukup. Ini sih kelas abis
.Kalian semua hebat!!"
839,ASLI KEREN
840,keren bgtt 😭🔫 dat sad ending thoo😭😭
841,9:44 knapa ada cuco??
842,Gokill
843,KEREN BGT SAMPE MERINDING INI WOYYYYY
844,"Asli, Ini Keren Banget"
845,THIS REWIND HITS DIFFERENT NGL.
846,pECAH BENGET HUHU
847,GOKIILL💥
848,Music mix nya pecaahhh😭
849,Masyaallah keren nyaaa
850,"DEMI ALLAH KEREN BGTT, YA ALLAH TERHARU!! HARUS TRENDING POKOKNYAA!!! 😫😭😭😭😭😭😭😭💙💙💙💙💙💙💙💙💙💙💙💙 KAKAK KAKAK KEREN!!!!! 💙💙💙💙"
851,Kurang udin sedunia aja ni tributenya HAHAHAHA
852,Amazing❤️
853,Where WINDAH BASUDARA!!????
854,Langsung auto banyak yg react
855,Youtube rewind ter the best yang perna ada 😁😁 #RI2020
856,Gokilll sihh Haruss trandingg number 1 ini mahh!!!
857,Ga trending ak gebug
858,Gk ad mahluk mars 😭
859,Amazing youtube sumpah cook menrinding we 🤗🤗🤗🤗🤗
860,Kuranggg lamaaaaaaaa😭😭😭😭 keren paraahhhh siiiiiii iniiiiiiii😍😍😍😍
861,GGWP SKINNYINDONESIAN24
862,Kereeennn bangeeeettt paraahhh
863,"biar cepet naik, comment nya jangan pake 3m0t yaaa, jangan pake capslock dan jangan terlalu banyak tanda bacaa, semangatt"
864,Gilaa sihhhh keren bgt 😭😭
865,#Trending
866,kerenn bbgttt
867,Nontonnya senenggggg + sedihhhh weyyyy;’)💙
868,Gak ada artis?
869,be better my INDONESIA 🇲🇨
870,Oke sip berasa naik roller coaster hati gua :''')
871,"Yang nonton 522 RB
Yang like 561 RB?"
872,MAY I SEE GAADA
873,Terharu
874,Petcahhh bgt dah
875,"Maafkan saya bang,mbak.saya sampe gatau ada YouTube rewind proses dan sampe jadipun. Kebetulan scrol tau""ada YouTube rewind 2020.mantap lah,dari segi editing,skema,alur. Go trendingkan guys sampe penjuru dunia sekalipun..."
876,GOKSSSS GILA SIHHH
877,"Wow it's great, a masterpiece, i can't say anything 😮"
878,MUCH LOVE FOR Y'ALL! THIS IS SO AMAZING! GOOD JOB
879,Keren yo trendingin yo
880,Epic
881,Keren banget asli
882,"keren si ini, alig"
883,Merinding asli
884,Uhhhh gila yg mic mati ngena banget sindirannyaaaaa🤣🤣🤣
885,"I'm not crying, you are crying.. >:'("
886,Ngasih like nya bisa lebih dari 1 ga sih ? Pengen 100000000000000××× like kalo bisa
887,keren bangeeet 🥺
888,#RI2020
889,Pecahhhhh
890,"Sedih sih endingnya skinnyindonesia pergi,terharu,kagum,dan bahagia campur aduk◉‿◉"
891,"KEREN BANGETTTTTT 
WAJIN TRENDING INI"
892,trendingkan
893,kasian Ericko Lim ga di ajak wkwkw . kang selingkuh jangan ditemeninnn
894,MUANTAPPPPPPPP 😍😍😍
895,"yt dulu seru banget, gada drama gada klarifikasi ga ada sensasi, semua pure buat menghibur satu sama lain, thankyou udh bikin vidio sebagus ini, sedikit mengandung bawang karna  flashback ke jaman main warnet dulu, u guys so so so amazing🤧❤️✨"
896,Kereeeeen
897,KEREN KEREN KEREN KEREN KEREN PUOOOLLLLLLLLLLLLLLLL POOOOOOOOOLLLLLLLLLAAAAAAAAAAAANNNNNNNNNNNNNNN
898,#Trending
899,Anjeng gada ericko lim
900,RESPECT TO ALL YOUTUBERS❤️
901,Sepanjang video merinding sumpaa~
902,#RI2020 masa iya ga TRENDING!!!
903,kok kevin anggara gk dateng
904,klo ada arap pesti keren
905,"Sumpah merinding, you guys are awesome 💯💯💯💯💯💯💯😭😭"
906,Keren gilaaaa!!!!!
907,sumpah ini kereng banget
908,keren banget
909,😭😭❤️❤️
910,11:44 aaaajangannnn( ≧Д≦)( ≧Д≦)
911,cringeeeeeeeee
912,Keren banget!!!!!
913,Roller coaster bangett🔥✨🥺
914,Merinding pecah habiss .
915,11:46 :(
916,Semangat buat kita Indonesia
917,#Trending
918,Nangisss anjirrr kereeen beuutt buaatt semuaaa minusnyaa cuma 1 kurang gede layar guaa nontonn
919,kenapa di awal pakek ada atta segala dah
920,INI BENER-BENER BAGUS SIH PARAH❤️❤️❤️
921,parah merinding gue nonton ini #RI2020
922,kerenn abissssssss
923,Keren sumpahh gabisa ngomong apa-apa lagi 🤩🤩🤩🤩🎉🎉🎉
924,Sumpah sih ini keren banget! Harus trending wajib!!
925,Faaave! So heartwarming and incredible! Good job guys
926,Epic !
927,"saking banyaknya cerita suka duka di 2020 wkwk , tahun cantik yg banyak drama"
928,👏👏👏👏👏👏👏👏👏
929,#Trending
930,Ada Hanin dhiya euy
931,Kerenn banget 😭
932,Gak ada obat dan gak ada lawan. Kerasa banget feelnya. Tapi kok gak ada miawaug
933,Suka musiknya 😂
934,Keren woii
935,#Trending
936,Woiii keren bangeettt merindinggg
937,"Masya Allah, keren banget videonya. Terharu melihat nya. Terimakasih Indonesia. Terimakasih Tenaga Medis Indonesia. Terimakasih semuanya.
#SatuIndonesia #NyalakanIndonesia #RI2020"
938,i'm crying :')
939,Kereeeeeen 🔥🔥🔥🔥
940,Edan Edan Edan the best
941,PAK MUH ALAFYU SOMAT! 😭❤
942,Gay
943,Youtobe rewind terbaik sih ini
944,Keren banget😊
945,Erpan mana bang
946,gila auto nonton berulang-ulang.
947,Gk ada MiauAug😪😭😭😭😭
948,Tv karng jauh dri edukasi dalam hal berita
949,keren bgtttt... endingnya ishh😔😔
950,asliii ....parah keren banget .. demi apa merinding liat nya
951,Gilakkkkkkkk kerennnn parahhhh bikin nangissssssss
952,#Trending
953,"gua nonton nya merinding asli , keren banget , gakerasa yaa 2020 udh mau selesai aja :))"
954,Kok gada erickolim WKWKWK
955,Keren
956,"Terasa banget dan ga ada obat
le Go #rewindIndonesia #RI2020"
957,Gak ada Omnibus law kah?
958,Kereeennn😍😍
959,"sumpah ini keren abis, gatau kenapa waktu lagu indonesia raya dimainkan air mata langsung netes, #RI2020 KERENNN!!"
960,DAMNNNN BOIIIII !!!
961,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
962,4:16
963,"Eh gua boleh nanya gak, kekeyi yang original mana ya ?, Wkwkwk 🙏👍😂"
964,Sekerennn ituuuuuu. Good job All
965,Minus Bryan furran
966,keren banget sumpaj
967,Ngga ada erico lim? Masih aja kubu kubuan. Sayang banget ngga ada ratu pentol yang asli.
968,Finally.... Masterpiece
969,KEREN BGT YAAMPUN SAMPE NANGIS LIATNYA. THANKS YOUTUBE INDONESIA UDAH NEMENIN SAMPE SEKARANG #RI2020
970,Trending lah :D
971,Meriding pas bagian hanin seterusnya. Tapi dari awal udah keren banget 😭
972,"Satu hal yang paling berkesan, clasic tapi classy"
973,ad budi
974,Keren bgt sumpaaaaa!!!
975,9:20 - 9:45 best scene menurutku
976,"SUMPAH ASLI GW MERINDING PART HANIN NYANYI INDONESIA PUSAKA, SUMPAH KARYA ANAK BANGSA BAGUS BANGET ASLIII 1000/1000✨🔥🔥🔥
Terus berkaryaaa semuanya dan semoga indonesia cepat pulih✨"
977,#Trending
978,Wahhh ada igoy
979,Ayo trending kan gys.......
980,"KEREEEEEN BANGEEEEETTT. Scenes favorit + bikin nangis bombay pas bagian covad masuk Indonesia.. smpe berasa udah gada lagi harapan, tapi ternyata masih ada harapan besar krna semua kita lewatin bersama.. saling bntu, saling support
POKOKNYA INI KEREN BGT DAN BIKIN SEDIH :(("
981,KEREN BANGETTT NANGIS😭💕✨✨
982,sumpah openingnya kek di mv taylor swift - lover huhuhu
983,#RI2020 SEDIH
984,PAK MUHHH😭❤️❤️
985,Merinding dari awal sampai akhir. Luar biasa.
986,Keren asli. btw garaga dimana 😭
987,"Ga bosen walau sampe diulang2. Emang bener2 bagus banget, apalagi semenjak adanya virus covid19 dan himbauan dirumah aja, kita jadi sering menghabiskan waktu di youtube. Dan video ini benar2 mengintrepretasikan moment2 yang terjadi di 2020. Semangat terus indonesia!!!"
988,Saya tidak melihat keberadaan dia apakah dia di telan bumi?
989,kerennn bgt!! hampir meneteskan air mata 🥺🥺
990,GILAKKK KERENN BGTT PUSINGGGG!!!
991,Jerome mana?
992,"What a masterpiece! Salute to the creators. gaada youtuber artis  yg masuk, liked it."
993,Sory baru nonton
994,Kejam semuanya dari lighting composer dll
995,Keren Rewind Indonesia 2020
996,bukan maenn keren parahh🔥🔥
997,Gilaaaa keren banget
998,"Terimakasih kalian semua ,dan sukses selalu 😭😭😭"
999,epic 🙏🏼
1000,SUMPAH KERENNN!!!!!!!! Sedih kemudian dibuat merinding!! Goksss!
1001,11:28 woi jadul bgtt 😭
1002,Kereeen
1003,PUAS!!!
1004,Eh ada pak muhh
1005,"#RI2020

Ini sih keren asli. Susah ngejelasinnya mau kaya gimana 👌"
1006,KERENN ABISSSS TOPPPPPP
1007,Keren banget
1008,Temen2 kalo mau videonya tr3nd1ng jangan komen pake emot yaaa
