,comment
444,"Ga semua orang paham bahwa perbedaan tu indah, youtube rewind 2020 ini buktinya. Perbedaan tu sangat jelas tapi terlihat sangat indah. Ini kerana adanya kebersamaan diantara mereka. Dan juga mari kita sama2 membangun indonesia menjadi lebih baik lagi"
445,Merinding liat videonya❤️
446,Anjibbbb.. kerennnn
447,EPIC🔥🔥🔥
448,wawww mantap 😍
449,KEREN PARAH🔥👏
450,"2:50 ada chef arnold
2:52 malah jadi chandraliow 🗿"
451,yuk terindingkan 🔥 Jangan lupa like 👍🏻
452,Keren parah
453,9:32 BAGUS BGTTTTT🥺😭
454,WOI KEREN BANGED AMPE MERINDING😭
455,YASS SIRRRR #RI2020
456,"Speechless, It's too great bro
Hats off for you all"
457,"Channel wibu be like: ""why we still here just to suffer"""
458,"RESPECT, MY SALUTE FOR ALL OF YALL LEGENDS✋🏻"
459,MASTERPIECE!!!! 🔥🔥
460,you know its gonna be a good one if it says “directed by Chandra Liow & Aulion”
461,"Thanks for all the talents, teams and all people that contribute in this video. YOU GUYS ROCK 🔥🔥🔥"
462,"I GOT A FREAKING GOOSEBUMPSS, THIS IS AWSOME, YOU GUYS DID A REALLY GREAT JOB!"
463,9:30 yoo bang REZAA 🙌 🔥 I always support you..
464,TRENDING KAN GAEESSS!!!!!
465,this shit is emotional af 😭
466,KEREN PARAHHHH!!😭🔥🔥 I HAVE NO WORDS TO SAY!❤️❤️
467,THANKKKSSSS ALL!! YOU DID GREAT ❤️❤️❤️❤️
468,"emosionalnya dapet banget, LET'S GO TRENDING!!!!!! #RI2020"
469,1:52 membuat ku teringat dengan MV Lover-Taylor Swift
470,"enjoying every second,thats so amazing"
471,4:21
472,"Mantapppp, all of quality !!!"
473,KERENNN PARAHHHHHHHHHH🔥🔥🔥
474,KEREN BANGET GILAA!!! BACKSOUNDNYA JUGA KEREN PARAH!!🔥🔥🔥
475,00:44 pintu menkrep v:
476,4:15 Mic-nya Di Mute
477,07:53 i get goosebumps
478,real class!
479,4:26 public enemy moment
480,Pecaah🔥🔥🔥
481,Petcah abiss 🔥🔥
482,Bgs bgt monangis😭❤️
483,This was LIT🔥🔥
484,Thank u for share big energy on this year
485,7:50 diulang2 tetep merinding... Ayoo trending nihh 🥺👍🏻
486,This is incredible. That's it.
487,"Thank you for YouTubers Indonesia, We are proud of you guys. Pesan dan hasil video yang luar biasa!"
488,IMPRESSIVE BANGEEETT ASLIIK KEREEENN BANGAAAD😭🥺🥺🥺✨ rada shock ada pak muh kocak bgt WKWKWWK
489,"Gilak Ewing HD banget:v
Canda HD:v"
490,"""Nyalakan Indonesia☝️🇮🇩"""
491,sumpah kerasa banget sedihnya  :))
492,Keren banget 🔥🔥
493,KEREN PARAHHH🔥🔥🔥
494,4:09 Ngena Banget...
495,4:15 LAH KO MATI?
496,"All the best for all the creators! You guys amazing! Thankyou for this epic “REWIND” video! 

Have a good day y’all! God bless u
#RI2020"
497,IM CRYING ARGHHHHH... MISS THOSE OLD CONTENT THO
498,"Arr Music & Orchestration by : Eka Gustiwana & Prague Symphony Orchestra
Adapted Music by : Erwin Gutawa"
499,"Selamat tinggal SkinnyIndonesian24, terimakasih atas hiburannya selama kalian menghibur di youtube, terimakasih persembahan kalian dengan garapan youtube rewind ini, dan untuk semua, semoga lekas sembuh pandemi dan bencana di dunia maupun negara ini😊"
500,"09:20
Dapid Be Like :Hallo ges David disini"
501,GOO TRENDING!!
502,Gilaaa keren abizzzzz merinding gw ngeliatnyaaaa 🔥🔥🔥🔥🔥
503,"idk why i cried along this video,u guys amazing.love"
504,Masterpiece!
505,"BUAT KA ANDOVI DAN KA JOVIAL DA LOPEZ, THANKYOU SO MUCH😭"
506,"28-12-2020 
21:30 
#:v"
507,Best banget full emosional 😭😭
508,KERENNNN!!!😭😭
509,"Dope, buat Tim2one see u again. Dan terus berkarya"
510,"Ayooo bikin TRANDING 
JANGAN COMENT PAKE EMOT GUYSSS"
511,"Keren parah sih ini, terimakasih untk persembahan yg sangat2 indah. Semoga kita semua selalu berada dalam lindungan Tuhan 😊"
512,KERENNNNN❤️
513,Keren banget ✨✨🔥🔥
514,Merinding coyyy🔥🔥🔥🔥 keren parah 🔥🔥🔥 YouTube lebih dari tiktok dan tv🔥🔥🔥
515,"INI PALING KEREN SI , SEMANGAAAT✨"
516,Keren keren keren 🔥🔥🔥🔥🔥🔥
517,Gw laki2 dan gw bisa2nya nangis beneran nnton ni video . PARAH KERENN !!!
518,keren bgt gokilll🔥
519,07:41 kirain Aulion bakalan batuk lagi.
520,KEREN BANGET ASLI!!🔥❤️
521,Keren bngeett pecahhh🔥🔥
522,4:16 alus sih wkwkkwwk
523,KEREN!!🔥
524,SO PROUD!!! KERENN BANGETT NANGISSS😭❤️🤍 #RI2020
525,Keren sekali🔥🔥
526,"LEBIH DARI KEREN, OMG I LOVE ITTT!!!!!!😭😭😭😭😭😭😭😭😭😭😭🇲🇨"
527,"Kueeerennn polll pokoknya, part Hanin Dhiya bikin merinding sih.... GOKKSSSS!!!!"
528,merinding!!! keren parahhhh
529,"Keren bangettt mo nangisssssssss
The best"
530,"Epiccc bgttt. Btw ga kerasa 2020 udah mau berakhir, tahun spesial :)"
531,ANJIRR KERENN PARAHHHH KELASS 🔥🔥🔥🔥🔥🔥🔥
532,"Amazing,, proud of you guysssss"
533,BEST YOUTUBE REWIND EVER
534,"merinding, keren, gokil parahhhh"
535,"very good,,,
tokoh dr otomotif jarang masuk di begini beginian,, sebangsa om Fitra eri,ridwan hanif,motomobi,,"
536,"Keren bangett woyyyy, gila sampe pengen nangis liatnya"
537,Asli keren.. yg dislike ngawur..
538,Asli merinding ˚‧º·(˚ ˃̣̣̥⌓˂̣̣̥ )‧º·˚
539,Menyala🔥
540,MERINDING ❤
541,KERENNN🔥🔥🔥🔥
542,"KERENN BANGETT ,SUMPAH GUE AMPE NANGIS HIKSROT 😭😭💗💗"
543,#RI2020 views-nya 200K+ tapi likes-nya udah 300K+ gimana ceritanya?!
544,nangis pas kajo sama dovi pamit 😷🤙
545,damn bruuh part lathi + how you like that lit af dari musik dan visualnya
546,11:06 kukingkang:)
547,INI KEREN BGT WOYY 😭🔥
548,KEEERRRENNNN BANGEETTTT 🔥🔥🔥🔥🔥
549,Kereennn😭
550,YATUHANNNN NANGIS GW DI PART AKHIR PAS NGE REWATCH REWIND LALU DAN VID VIRAL YANG DULU SEMPAT VIRAL😭😭😭😭
551,Youtube rewind yang paling menyentuh💙
552,Apresiasi buat editornya👏
553,Keren parah😭
554,NGAKAK ADA PAK MUH!! love you pak muh
555,Keren kacau harus trending ini 💪
556,"Woyyy gilaaakkk bagus banget, Chandra x aulion GAK ADA OBAT 🤯🥳"
557,Ini bukan era lo lagi :D
558,Wah pasti nanti banyak yang reaction mantap
559,Keren abis😭
560,"Mantap,merinding lihatnya
Pasti aku reaction ini #RI2020"
561,Kereeeen paraaahhhh..
562,Nonton ini saya langsung merinding karena keren banget video nya sampe kulit tangan ku bintik²😂
563,Video terbaik yg gua liat tahun ini 🔥 #PemudaTersesat #Majelislucuindonesia
564,Keren abissss 👏👏👏
565,"Wahh, baguss bangettt❤️"
566,MIAWAUG gaada:(
567,KERENNN PARAHHH😭
568,goksss memangg
569,"Apa cuma gw yang tau semua scene,karna sangkin gabut semua gw tau🤣🤣"
570,Terbaiklah(╥﹏╥)
571,MERINDING COYYYY😭😭😭😭😭
572,Epic rewind 🔥
573,Kok yg like lebih banyak daripada yg nonton
574,gilaaa bagus banget🔥🔥🔥
575,NANGISSSSS.!!!!!!!!!
576,Kerennn parah asli!! Sekaligus sedih😭
577,Semoga konten seperti ini di optimalkan gokss
578,sedih sih tapi kurang 4 brother !!
579,gila keren banget 😭😭
580,Keren bgt 🔥kalian semua yg terlibat big applouse for u all
581,❤️🇮🇩
582,"awalnya senyum2, kagum, amaz banget pokoknya tp diakhir sedih ampe nangis:"")"
583,EPIC BANGET SUMPIL :)
584,NANGIS BGT WOY KEREN😭✨
585,keren🔥
586,Bangus Banget Nget!! Nget!!! Proud to be a part of Indonesian Youtubers!! ❤️❤️❤️
587,Ini bener bener KEREN!!!
588,Yuhuu 🔥🔥❤❤❤
589,🔥🔥
590,Kenapa endingnya sedih sih :'(((
591,2020 Let’s go!!
592,manteppp ihhhhhhhhh😭
593,"Mantap keren banget, sampe nahan napas aku nontonnya wkwk...
Tapi ini rewind terakhir guys:( berharap tahun depan ada kayak gini lagi:("
594,SUKSES TERUS INDONESIAAA!!!
595,"Aku merinding terlama. Kesel. Maknanya dapet banget:"") Dan terasa tulus dibikin dari hati. Terimakasih banyak team!"
596,bagian Indonesia Pusaka beneran buat gw merinding omg hahahaha keren banget
597,Kereeeeen sekali
598,FINALLY!!!!
599,moga moga aja ada bamg windah
600,"Ini sih keren banget 😭😭🤍 merinding. Semangat terus anak muda, atau semua Nyaa tetap semangat dalam berkarya di situasi apapun. Kalian yang terlibat luar biasa!🤍🤍🤍"
601,Kerenn!!!...ini yang gua tunggu tunggu!!!!
602,LOVE U BANG YON BANG CHAND<3
603,🔥🔥🔥🔥🔥
604,"OMG PECAHHH


BAGUS BGT WOY LAHHH"
605,🔥🔥🔥
606,Gogogo TEMBUSIN TRENDING 1 INI VIDEO BARU YANG BERKUALITAS SUKSES😭😭😭
607,"Terharu bangett, sukses selalu untuk semua Youtuber Indonesia:)
We love you..."
608,❤️
609,Buat semua orang yang ada di youtube di indonesia ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
610,"gua like cuma karena ada dua lelaki tersesatnya, hiya hiya hiya"
611,DEMI APA SI KEREN BANGET😭😭😭❤️❤️❤️
612,KEREN IH 😍😍🔥🔥
613,Merinding aku mas liatnya. sangat menggeliat
614,Mau kumpulin orang² yan merinding abis nonton Youtube Rewind 2020 😭
615,"""Behind the scene""
""Behind the scene""
""Behind the scene"""
616,"""TRENDING""
""TRENDING""
""TRENDING""
""TRENDING"""
617,"""TRENDING""
""TRENDING""
""TRENDING""
""TRENDING"""
618,"i rarely drop a tear while watching youtube..
this one got me dripping.
thankyou for making 2020 rewind."
619,That’s so damn beautiful rewind. Im gonna cry 😭😭😭😭😭😭😭😭😭😭😭😭
620,11:19 MAS ANCAAAAA!!!!!
621,IM SPEECHLESS RN.THATS COOL OMG.😭🔥
622,"Thank you, i love this so much"
623,"Such a masterpiece, i can't even describe how amazing that was👏 Pas ngelihat kompilasi video"" yt indo, nangis banget😭 I was a kid when i saw those, but now im a grown teen.... Thank you for all yt indo creators for filling a big part of my childhood❤ Goodbye skinnyindonesian24, thanks for all the laughters and for being a legend❤😭"
624,never fail make us speechles. thank you to present this amazing video. i got the vibes in this video🔥🔥🔥
625,Y'all make my night!! ❤❤
626,YOUTUBE REWIND INDONESIAN 2020 ON FIREE 🔥🔥🔥
627,"cita"" sesat"
628,"10:40.erpan belike:bro jangan nangis bro, anda tidak boleh nangis,anda tidak boleh nangis."
629,4:00 l think Martin Cameo Project ( blue )🤔🤔🤔
630,"10:30, kami merindukan Youtubers yang dulu:("
631,KERENNN GILEEEE 😭🔥
632,2:42 UN1TY is that you? Aaaaaa
633,"Wow, Just Wow. This YouTube Rewind Made Me Speechless.

It's Awesome, The Satires, And The Parody..."
634,"14:22  hahahaah, Tolol"
635,CANT WAIT FOR REWIND 2021 🔥🔥🔥🔥
636,"petjaah, mo nangiiiss 😭😭😭"
637,"""SEMUA AKAN INDAH PADA MASANYA"" 

#2020"
638,sumpah sih bikin mrinding + mau nangis saking bagusnya :')
639,"I'm really speechless, gatau pengen ngomong apalagi...
Intinya RI2020 is the greatest Youtube Rewind Indonesia I've ever seen
#RI2020"
640,"When gua nonton yt rewind be like :
Ehh entar 2020 gua ngapain aja ajig😕"
641,Yaallah keren bgtttt plis😔😔😔🔥🔥
642,"Time passed, legends stay!"
643,"Mix feeling, great job guys 👏👏👏👏👏"
644,9:35 buat Yang rindu Agung hapsah
645,KERENNNN!!🔥🔥🔥
646,Wah gila sih ini POKOK NYA HARUS TRENDING 🔥🔥
647,"Oh my God!!!! Luv bangettt. Konsepnya ngena banget, music nya keren dahh"
648,2020 istimewa❤️
649,Nangissssss 😭😭😭😭❤️
650,Gokilllllllllllll❤️
651,"the among us scene is 100% better than tiktok rewind's🔥🔥🔥
HAHAHAH NO OFFENSE YAA"
652,Anjir like nya banyak amat 🤣
653,"SUMPAH MERINDING BANGEDDD
INI HARUS TRENDING SIHHH"
654,"Keren banget 😍😍😍

Apapun remindnya tahun ini, Lathi adalah song of the year nya 👏👏👏"
655,PART COVID ASLI MERINDING 😭
656,Merinding sangking epicnya🔥
657,Yahhhh ada atta:(
658,"Over all bagus banget
Tapi ada yang kurang bagi gua
Ya itu YouTuber vavorit gua 
Yaitu:ERPAN1140"
659,BANGUSSS BANGETTTT WOIIIIII AAAAAAA SUKAAAA 😭😭❤️❤️❤️
660,Sadarkah kalian 2:51 chef arnold diganti sm chandra 😂
661,kerennnnnn🔥🔥🔥🔥
662,4:15 nyindir bu puan nih konsepnya ke nya 🤣🤣🤣
663,"Nonton pertama kali : fokus video
Nonton kedua kali : baca komen"
664,10:30 disini yg penuh kenangan
665,the best youtube rewind indonesia
666,Gw merinding liatnya 😭
667,"Candra, aulion, lo berdua gila 😭😭😭 lofffff ❤️❤️"
668,"Kerennnn...!! Setiap ada rewind hadi kangen youtube yang lalu-lalu.. :,))"
669,Perfect ✨
670,Gilaaa kerennnn abisssss!!!
671,This is awsone 😭 ampe merinding nontonnya 😭 ini yang selalu gue tunggu tiap tahun 😭😭
672,"Gilaaa ini kerennn banget woyyyyy
Konsepnyaaa gilaaaa
Merinding gw nontonyaaaa"
673,3:16 yo tenet?
674,Merinding dong. Makasih para masterpiece 🙏🙏
675,Keren🔥🔥🔥
676,TERLALU KEREN INI MAH 😭❤
677,Merinding parahhh nonton nya
678,RIA RICIS OMG
679,gilasiii ini asliii keren parahhhhh❤️
680,keren bangeeett🔥
681,Sedih anjim 😭😭😭😭😭😭😭
682,merinding keren banget !!
683,tim2-one memang tdk ada obat editanya mau nangiss :(
684,Kga ada erpan1140 kah?
685,ANAK TIRIH KECEWA TIDAK ADA DETECTIVE ALDO JUGA 😭😭😭😭😭😭😭
686,GILAAA🔥🔥🔥🔥
687,"BAGUS BANGET WOIII , AAA SUKAAKKKK 😭❤️❤️❤️"
688,"UP KAN TRENDING SATUUUUU
🤙🏼🤙🏼💪🏻💪🏻💪🏻"
689,"Kereenn bgt parah :"""
690,Parah sih ini otak dibalik video ini Genius.. Ini video REWIND TERKEREN Yang pernah gua tonton Semangat Indonesia
691,11:49 sedih banget gua.
692,Kreatif banget ini mahh 🥳
693,PAK MUHHHH❤️❤️❤️❤️❤️
694,One day semoga aku bisa ikut youtube rewind indonesia:)
695,Merinding aku :)
696,"No one :
This video : *exist 
""TRENDING I'M COMING"""
697,7:53 this part make me feel so HUAAAA MERINDINGㅠㅠ keren bangetttt
698,GOOSEBUMPS 😭✨ u guys r rock!
699,The best scene tretan and coki🔥
700,4.26 : most epic moment
701,7:53 merinding bos
702,The best one 🔥🔥🔥
703,"Ga ngerti lagi, im so proud of you all, thanks youtube rewind 2020, and thanks to 2020 :)"
704,5:09 among us dunia nyata✊😭🔫
705,"4:26 IDOLA PARA DEADWOOODDD 
DEBAT DONGGG!!!😭😭😭"
706,PETJAHHHH BOS!!!!🔥🔥🔥🔥
707,2:51 chef arnold jadi chandra liow
708,BEST OF THE BEST YOUTUBE REWIND INDONESIA!
709,2:52 19 detik?
710,"Keren bangettt !!!
Merinding, senang dan sedihnya kerasa bgt :"""
711,✨2020 in 14 minutes✨
712,"Nangis!! 
Keren bgt<3"
713,The best ever
714,REAKSI EDITOR : BREAKDOWN REWIND 2020 🔥🔥🔥
715,I don't expect it's gonna be this emotional 😢
716,"11:36

Sekian detik, mikir ini scene maksudnya apa. Baru inget, SkinnyIndonesian24 pamit. Terima kasih sudah menjadi legenda Youtube Indonesia."
717,REWIND INDONESIA 2020 LEGGO!!   Terimakasih buat kalian semua!!! Luarbiasa deh
718,"Arr Music & Orchestration by : Eka Gustiwana & Prague Symphony Orchestra
Adapted by : Erwin Gutawa"
719,"WAGELASEEHHH, KEREN ABYZZ
-HAHAHAH, SENGAJA BIAR ALAY"" GITOUU"
720,The best rewind ever!!
721,2020 legend never die skinnyindonesia24
722,"9:02
Gimana mau dengerin coba klo audionya blm dinyalain:v"
723,Best Rewind ever 💣
724,Kereeeen ❤️
725,"Kerennnn parah, terimakasih sudah menemani dan menginspirasi"
726,KEREN PARAH MERINDING BANGET. SUKSES SELALU CREATOR CREATOR INDONESIA🔥🔥🔥🔥
727,"yg nge dislike ada mslh apaan s wkwk keren gini di dislike gila si adh"" tpi sumph ini keren bgttt KERENNN !!!"
728,"Awalnya merinding, kayak “wah keren banget! ” pas masuk bagian instrument when she loved me , entah kenapa aku malah ikutan nangis! :') ga nyangka bisa lewatin tahun yang sangat berat ini :') ga nyangka masih ada disini :') semangat semuanya! semoga tahun depan bisa lebih baik <3"
729,"kerenn bgt, sampe nangisss 😭😭❤️❤️❤️"
730,KERENNNNN PARAHHHHHHHH😭
731,MASTERPIECE❤️
732,"SCENE AULION BIKIN GUE NANGIS :(  THIS IS THE REAL MASTERPIECE. TERIMAKASIH TELAH MEMBUAT YOUTUBE KEMBALI BERWARNA CHANDRA, AULION, SKINNY, NESSIE, DAN TEAM!!! THIS IS SO LIT"
733,Petcaaaaah. The best. Kualitas internasional ini mah!!!
734,ANA MERINDINK BAMBANKKK😭😭❤️❤️❤️. INI sih Anjim Bgt
735,"Keren abis, related bgt, nangis liatnya😭😭😭"
736,"waahh gilak kerenn bangett!! terharuu:"""" 2020 is the different year for me, banyak banget kejadian n persitiwa2 penting di tahun ini, terutama di youtube #RI2020"
737,baru kali ini rewind nya bikin merinding dan masuk ke hati
738,Merinding gila🔥
739,The Best Youtube Rewind from The Real Maestro Youtube 👍
740,satu kata : MASTERPIECE
741,Trending kan 🔥🔥🔥
742,Kereen paraahhhhh 🔥🔥🔥🔥🔥🔥
743,Kerennya ga nanggung ini mah..
744,Plis woi trending. :)
745,OMG!!! Merindinggg keren bangettt❤❤❤
746,"merinding, bahagia , sedihnya dapet 😃🤙🏼"
747,"Oke, sekarang kenapa aku nangis? Dahlahh😭"
748,Youtube legend
749,"keren banget PUOLL creators I
Youtube Indonesia!! bangga banget, salute!!🙏🏻"
750,"GOKILLL KERENN PARAHH, MERINDING NONTONNYAAA"
751,Aku tidak melihat adanya bang windah :(
752,"You guys are great INDONESIANS ! Baper nontonnya :"")"
753,"MERINDING,GILAA INI KEREN BGT❤️"
754,Keren bangett!!❤💜
755,Keren bangeeeeeet.... Tiba tiba nangis dong sangking kerennya.. 👍🏻👍🏻👍🏻
756,"To skinnyindonesia24, A very nice farewell, thanks for made my day back then guys... you guys are awesome. Salute"
757,ANJIIMMMM GG BANGEEETTTTTT🔥🔥🔥🔥🔥
758,#SONOFDEAD🔥🔥
759,KERENNNNN🔥🔥🔥🔥
760,Gokksss abisss ✊🔥🔥🔥
761,KEREN ABIZ!!!!!😭❤️ APREASIASI SETINGGI TINGGINYA BUAT PARA CONTENT CREATOR
762,KERENNN PARAHHHH😭😭😭😭MERINDINGGGGG!!!!
763,"Yang dari zaman Eclipse, AripArap, Tim2Rap pasti merinding 🥺 thebest! 👌"
764,"Gokil bgt youtube rewind tahun ini, trendingkan!"
765,Mantapp bang jagoo🔥🔥
766,bisa bisanya nam-do-san ama pak han-jipyeong masuk yt rewind😭🙏
767,"Mixed feeling, penikmat youtube since 2015 kerasa banget si nyesek nya, i’m cry honestly. Great job team!!"
768,KEREEEN BANGEEET 🔥🔥🔥
769,KEREEEEN BANGGAAAAAA 😭❤️❤️❤️❤️
770,"Keren banget :"")"
771,GILLLSSSS KEREN PARAAHH!!!!!
772,KEREN PARAH 🔥🔥
773,SAKITTTTT AJGGGGG
774,5:38 idola aing pak Muh
775,Petjahhhh... You did great guys... Btw last scene make me feel likee... Ugh... 😌🙂
776,Keren bgt woy!!!! Dapet bgt vibes nya:'
777,Music nya Epicc !!!
778,Jagonya🔥🔥🔥🔥🔥
779,MERINDINGG!!!😭😭
780,"The best rewind ever!! Good job, mulai dari senyum2 sendiri, ketawa, terharu, merinding, dan sedih semua ada. Bener2 menggambarkan 2020 peefectly. Hat up for you guys. Respect."
781,"""Hai aku dari masa depan 
Ni vidio bakal trending"""
782,Mantap nih🔥🔥
783,LIT 🔥🔥
784,kelasss🔥🔥🔥🔥
785,Keren🔥
786,plis kurang panjanggggg durasinyaa minimal sejam ok lah...🤩🤩😭
787,💔🥺🥺❤️🔥🔥🔥🔥🔥
788,"endingnya napa gitu sik, seakan-akan rewind terakhir jadi sedih gua😭😭"
789,"Ga bisa ngomong apa apa, pokoknya keren banget :). gila sih woah"
790,Keren nya super duper keren. Bisa bikin perasaan yg nonton naik turun. Mantap❤️
791,"Ini GILA! sih, bisa bisanya gw ngeluarin aer mata 2X !!"
792,"Penuh makna,berkonsep,dapet banget feelnya!!"
793,"Bagus banget,  merinding dari awal sampe akhir.  Kangen masa2 dulu. :') Terimakasih yg sudah membuat karya ini."
794,Serasa balik di era yt 2014-16:)
795,"This vid, I couldn't imagine will be so emotional."
796,2:38 GOOD BOY LIVES MATTER!!!! 🔥🔥🔥
797,THIS IS AWESOME THANK YOU 2020 ALREADY MAKE OUR QUARANTINE MORE IMPRESSED<3
798,4:14 moga aja gak liat si kang matiin mic
799,"This is the first time I watched YouTube Rewind Indonesia, and suddenly I dropped my tears. Apalagi saat scene pandemi, wisuda online, trs Hanin nyanyi ahh sedihhhh, deep banget rasanya huhuuu. This video is extremely amazing!!!"
800,"ahhh, this give me goosebump"
801,"WOOOWWW!!!!!
SPEECHLESS,penutup yang manis....
Selamatt all crew ini indahh....."
802,The Best Youtube Rewind ❤️
803,"11:30 
We Will miss you 💞"
804,"ini yg komen, ""ayo trendingkan""
tapi komennya pake emot, sehat bro?"
805,"7:52
Merinding gua 🔥
Rewind ter EPIC yang pernah gua tonton 🔥"
806,The Best YouTube Rewind So Far 🔥🔥🔥
807,2021 adalah 2020 season 2 semangat🔥🔥
808,04:15  Wait looks like I know where this came from
809,ITS IN DIFFERENT CLASS BROOOO🔥🔥🔥🔥
810,"Hi i'm from mars, youtube rewind Indonesia 2020 is amazing"
811,5:36 PAMUHHHHHHH.....
812,Keren bangettt woyyyy! 🔥 Thank you so muchhh ❤️
813,KEREN BANGET!!!!!!!! AAAAA tp iklannya 😂 lgi mewek menggangu 🥺
814,"MERINDING!
KEREN BGT GILA❤💙
#nyalakanindonesia"
815,"235 rb penonton 😀
317 rb Like 👍
Sungguh Membingungkan😂"
816,MERINDIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIING!!!!!!! LUVIN IT OMG YALL ROCK 🤩😍
817,Emotionalnya dapet ya bund :’)
818,"Gilaaaa Mata , Telinga, Hati dimanjakan semua. Emosional banget. Kelas nya beda banget. Good Job Team 👍"
819,5:46 pak muh...
820,Keren banget gilaaa:'
821,kerenn bgtt mo nangisssss😭
822,"Baguuuus
Kereeen kalian semua
Terutama director nyaaa"
823,4:10 Sarkas the bestt si inih
824,PECAHHHH KEREN Bangett 🔥❤️CONGRATS SEMUANYAA💗
825,🔥🔥🔥🔥🔥
826,"Anda melupakan Coffin dance:"")"
827,bedeeeh🔥🔥🔥🔥
828,KECEE ABIS 😭😭❤️
829,OMG MERINDING PARAHHHH!!!🔥🔥🔥
830,kerenn parah 😭❤️
831,Ngeliat nya merinding banget:(((
832,YouTube rewind Indonesian yang terkeren ini. Ah~ Mantapp .... :')
833,Ga ngerti lg bisa sekeren iniii 🔥
834,"Wahhh👍👍, nice 🔥"
835,Gila keren banget sih ini. Berasa banget feel di setiap menitnya. Good job~
836,"AH GILAK, KEREN BANGET!!!!!! PROUD OF U ALL CREATOR!!😭🔥"
837,Emosinya dapet bgttt😭 ya ngakak ya nangis huhu keren parahhh!!!!
838,GG anjirr merinding sumpah 🙏😂
839,2021 Ada Miawaug🔥🔥🔥🔥
840,Keren bgsd 🔥🔥🔥🔥
841,perfect!
842,"kereeeennn, yg di akhir emosional bgt sampe nahan nangis pdhl lg ditempat umum😭"
843,it gives me goosebumps
844,anjir keren bgt sampe merinding liatnya🥰
845,Gila keren banget!!! 👍🏻👍🏻👍🏻👍🏻👍🏻
846,Gilaa ini kerenn bnget😭
847,PECAHHHHH KEREN BANGEEETTTTTT!!!!!! SALUTE TO ALL INDONESIAN YOUTUBERS!!!
848,OMG OMG😭💗💗💗
849,Gokil parah🔥🔥
850,keren banget sumpah🔥❤️
851,satu kata : RESPECT !
852,Merinding liatnya :)
853,GILA IH MERINDING LIATNYA 😭😭🔥🔥🔥 REWIND GLOBAL INI MAH
854,"Keren parahh, senen banget liatnyaa"
855,Tha'ts was incredible
856,"MERINDING, AWESOME!"
857,Merinding bgt gabisa berkata2:')
858,ASTAGA!!!! 🔥🔥🔥
859,"Kerennnnn bngt, terima kasih semuanya 💙💙💙💙"
860,Woy keren no debatt!🔥
861,Kuuueren cooookkk sumpahhhh.. good jobb guyss❤️❤️
862,keren abis anjim super keren...bikin merinding...!
863,Bangga dengan Indonesia! 🇮🇩
864,Keren banget cokkk🔥
865,"Baguuuss bangettt mo nangisss, pecah banget idenyaaa 😭😭😭😭"
866,YA AMPUN KERENNN MO MENINGGOYYYYYYYY. CONGRATS KAKKK
867,"Pecaaaahhh, musiknya keren banget"
868,kerenn bangettt😭
869,"Wah gila si , dari awal sampe akhir gua merinding bro , terlalu Gege geming"
870,"Pas nyanyi Indonesia, merinding njir💗💗💗🥰🥰🥰"
871,gatcorrr parah🔥
872,Kerennnnn 😍
873,"Gue kira opening nya ""halo guys David disini dan ini adalah youtube rewind"""
874,PECAHHHH KEREN ABIS!
875,Lebih bagus drpda ytb rewind sebelumnya
876,NANGISSS 🥺🥺 KEREN BGTTT OMG 😭😭❤️❤️❤️
877,PLIISS MO NANGIS😭
878,Epickkkk!!!!!!  Kerenn bangettt gilaaaaaa ❤
879,"nangis sihh, kerenn bangettt😭😭😭"
880,SUMPAH INI KEREN BGT REWIND NYA😭🔥
881,🔥🔥🔥
882,"PARAH, PARAH. Ekspektasi memang keren, tapi ternyata lebih keren dari ekspektasi 😂"
883,"emamg kalo YouTubers angkatan Chandraliao, keren""😭😭😭🔫🙏 the real creator 😭😭😭🙏🙏🙏🙏"
884,"Keren abis, 😁😁😁"
885,Wah keren bngt 🔥🔥
886,Hadiah terindah ini di penghujung tahun !
887,"I rate this 1000000/10
Terlalu seruuuu, SEMOGA REWIND NEXT YEAR TAMBAH SERU..!!"
888,"Sutradara yang gue tunggu² @chandraliow
Asli nih orang yang paling tau perkembangan YouTube di indonesia"
889,MERINDINGGG!!!!
890,Ajnggg! Keren parah aslii🔥
891,KEREN PARAAHHHHH 😭😭😭♥♥♥♥❤❤❤❤❤❤❤❤
892,YT REWIND TERBAIK 🔥🔥
893,HWAAA MERINDINGGG CORONA CEPET HILANG DONG😭😭😭🤲🏻
894,PARAAHHHH KERENN PARAHHH ELAHH!!!
895,KEREN!!! WAJIB TRENDING SIH INI
896,"TRENDINGGGGGGGGGGGGGGGGGGGGGGG WOYYY.....KERENNN,I LOVE YOU TO YOUTUBER LEGEND DAN YOUTUBER BERKELAS NOT'DRAMAAA💯💯❤️👍👍👍👍👍👍👍"
897,Gokil Parah~
898,4:26 Scene terlama paman coki dan Tretan Muslim
899,keren bangett gilaaa aku merinding liat nyaa sumpahh keren banget 💖
900,MASTERPIECE😍
901,"ngakak gw sama pak muh🤣🤣🤣, tapi beneran gila sih yt rewind kali ini sangat MANTAP"
902,14 menit 21 detik yang sangat luar biasa🔥
903,Merinding cok😭
