,comment
537,"Kenal youtube dari awal tahun 2015~
5 tahun kerasa banget :)
Semua yang di puter di part akhir, ngena banget deh. 
Terima Kasih untuk semua content creator atas pengalaman menakjubkan nya :)"
538,KEREN BANGETTTT 🤗😍
539,Woowww
540,Luar biasa...  Semangat gotong royong
541,Thank you for making an amazing YouTube rewind 2020😭😭😭😭❣️❣️❣️
542,ENDINGNYA BIKIN GW NANGISSSSSS😭😭😭
543,keren bgttt. monangiss 😭😭😭
544,Kerenn parrss
545,did i just watch....a movie? lol gue nangis....
546,Kapten Mars 1140 kagak nongol ngab Wkwkwk
547,dislike g ada lagu iri bilang boss :V
548,ANJIRRRR MERINDING GUAA🥶🥶
549,kaget bngt ada arap
550,YANG NGEDISLIKE GA PERNAH DIAJARIN MENGHARGAI KAYA ORANG FIXXX
551,Kerennn 🥰😍
552,KEREENNNN😭😭
553,keren banget nangis😭❤️
554,SUKSES TRUUSSSSSS UTK PARA YOUTUBERS INDONESIA😘😘😘😘😍😍😍💪👍👍👍
555,"Scene trakhir bikin emo, bg andovi bg jovi  ಠ︵ಠ"
556,Kelassss🔥🔥🔥🔥🔥💯
557,NAH GINI MANTAPPPPPP AOWKWKW
558,Kerennnn bgt woy
559,"Keren bg, harus trending !!"
560,❤️❤️
561,Keren banget
562,bismillah trending ♡♡
563,11:00 epic momen
564,"Merindinggg..asli ini keren bgt woyyy:""))"
565,Ada banatta bojonya Aurel Hermansyah lgsg subrekkkk.. sukses k depan seperti bang atta yg menginspirasi semua orang.. aamiin YRA. till Jannah Attaaurel.. aamiin.
566,Keren gilaaaaa
567,Merinding.🔥
568,KEREN BGTTTTT
569,"Jujur bangga banget punya kalian, terima kasih telah menginspirasi😭❤️❤️❤️❤️❤️❤️❤️"
570,ada 1 perkara yg buat per YouTube an Indonesia gempar 'kasus Erick' yg gak mungkin masuk rewind
571,Dulu kpop cuman nongol lagunya doang skrng enggak waw salut deh
572,9:48 keren bgt ajg😭
573,"""CHANDRA GENIUS LIOW"" KEREEEEENNNNNNN!!!! Merindingnya ga abis-abis.. kereeeennnn"
574,"saya dari masa depan, nanti ini bakal trending #1"
575,Mana nih kaum2 pengumpul detail2
576,"Keren banget, dan pengen nya lebih lama lagi durasinya"
577,EPIC COMEBACK!!!
578,Keren..
579,Siapa yang nonton vidio ini merinding meriang kejang kejang sakit jiwa
580,KERENN BANGET WOYY
581,Youtuber sampah hadir...
582,Agung Kambek
583,Kerennnnnn
584,"sekeren itu,proud<3"
585,BAGUS BANGET NGET NGGAK ADA JELEKNYA!!!!
586,#RI2020 keren banget 🔥
587,KEREN BANGEEEEETTTTTTT AAAAAAAAAA
588,Wuisssh kece parah! 🔥🔥🔥
589,Rewind hispano ❤️❤️❤️❤️❤️
590,Keren parahh
591,Speechless lah udah ga kaya yang anu
592,keren bangetttttt
593,Let's GOOOOOOOOOOOOOO
594,"Yang selalu di tunggu setiap akhir tahun, ending nya sendih"
595,"Wajib trending sih ini, mantap banget gilaa"
596,This is so amazing!!!
597,"yang dislike ada masalah hidup apa woee, salah pencet??"
598,Yt rewind Indonesia come back
599,"Kereeeennnnn banget, line chandra liow dan kawan kawan emang youtuber ter kreatif, ter keren, ter niat. Terima kasih"
600,kereeen
601,"DAFTAR LAGU YOUTUBE REWIND 2020
A LIST BY SEORANG MANUSIA YANG GABUT
CUKUP DIBAYAR DENGAN LIKE
1:42 = Justin Bieber - Holy ft. Chance The Rapper"
602,INDONESIA PRIDE HERE
603,Jadi Kangen Suasana Sama Konten Konten Youtuber yang dulu
604,PARAHHH KEREN BANGET
605,sumpah keren bgt ternyata 2020 seru juga😭
606,Masterpiece
607,Spam
608,Hanin diyah emang islam ?
609,"Otw Trending!!! 
😎😎 BARU 3 JAM TAYANG DI YOUTUBE. udah 500 ribu views. Keren bangetttt"
610,mashup musiknya keren nih...
611,"Kehabisan kata"" (emot wow)"
612,"Terbaik, kurang 1 aja, bang alip bata gk ikut"
613,Kerenn bangettt parahhhh
614,Kerennnn bgtttttt
615,i need more aulion in da frame:(
616,Sumpah keren bangetttt
617,BAGUS BANGET GILAAA😭🙏❤
618,Terima kasih semua content creator Indonesia telah menemani kami viewers kalian di sepanjang 2020 ini menjadi hari2 yg lebih berwarna.. #BANGGAANAKBANGSAINDONESIA
619,"Gilaaaaa, keren bangettttt!!"
620,gilak sih keren abis🔥
621,Ditunggu rewind selanjutnya😭
622,Keren sumpah!!!merinding nonton YouTube rewind Indonesia 2020👍🏿👍🏿.Erick cholim menangis melihat ini
623,Terimakasih udah buat youtube rewind 2020 ini keren bangett  thank you guyss
624,Kerennnnn bangetttttt
625,"mooooo nangiisssss KERENNN 
standing applause buat kalian 👏👏👏👏👏👏👏"
626,U KILLED IT GUYS! Merinding fakkkkkkk
627,kawal sampai trending man teman
628,Terharu g melihat youtube rewind 2020 ini..
629,"5:47 kenapa ya gw ketawa"" sendiri 🤣🤣"
630,TRENDINGGGG
631,Keren bgttt gangerti lagii🔥
632,"Merinding asli inimah, ternyata gak semua 2020 isinya penderitaan semua."
633,harus trending sih inimah
634,PLISSSLAAA
635,"Beda banget ama 2018 wkwkw, Pecahhh ini🔥"
636,Kok ga trending?
637,Keren parahh
638,Proud❤️
639,Gak ngerti jumlah likenya lebih banyak dari pada viewersnya wkwk
640,bakal kangen 2020:(
641,Ini gila sih ini pecahh parahhhh🔥🔥🔥🔥
642,Anjay.... Boleh juga klean bikin gw merinding plus tetesin aer mata gw
643,Terimakasih para YouTubers legends yang telah menemani disaat zaman warnet 🥺
644,Ini baru KARYA!
645,ga kaleng kaleng
646,KENAPA LAGU NO #1 DI SPOTIFY GAMASUK? WKWKWK one only - pamungkas woi taun ini jd the most streamed song 🙂🤝
647,WOWWW KEREN BANGEETTTTT!!!!
648,"Anjay, ada pak muh"
649,kali pemerintah bakal berubah pikiran
650,Min YouTube Rewind 2022 undang aku ya Min🤣
651,gila gila 😍😍😍🔥🔥🔥🔥🔥🔥🔥
652,"Chandra,aulion esekusinya gapernah salah!"
653,Kok gue sedih 😢
654,Erpan???? MIAUAUG??? WHATT
655,Wah debesttt
656,"😭
merasa diingatkan beberapa tahun lalu youtube ini tidak semembosankan sekarang, walaupun banyak kebodohan jg yg terjadi, tapi masih banyak kreator berkualitas memberi nutrisi. tapi sekarang tahun migrasi makin luas org org bosan dengan tv, migrasi dari viewers juga pengisi. salah kah? tidak ini hal kita semua, meskipun yang membut kita lari dari tv karena ketidakmafaatan konten nya yg tidak mau kita lihat  sekarang mereka asupi dengan masif. jaman terus berubah, waktu terus berlanjut, kedaan trs menyesuaikan. sekarang kita hanya perlu seperti moda transportasi, ada yg mengatarkan kita ke solo, ke bali, bandung atau jakarta, jika kenyayangi platform ini keluar bukan jalan nya atau berhenti, teruslah berkarya seperti kalian belum mendapatkan apa apa dari ini sehingga kalian tetap semangat, dgn bgtu  kalian resah lalu mulai jarang berkontribusi tapi kalian jg ikut merasakan menjijikan nya hal hal tidk perlu itu naik, sperti moda transportasi lah beri kami tujuan ,tidak usah kalian mengharap semua org dtg di kalian saja bair kita yg memilih untuk melihat karya, sampah, atau hal hal lain nya karena youtube ini berwarna, biar ini jadi keberagaman, krna sesekali dari kita ingin liat sampah juga, dan dan penyuka sampah juga sesekali ingin melihat yg berkualitas. maka dari itu kalian di pos masing masing saja jgn meributkan view jika sampah view nya lebih menumpuk biarkan. berikan terus warna jika peduli, berkontribusilah seperti kalian belum mendapatkan apa apa dari sini, jgn mau tergusur oleh rombongan penonton kelas c yg baru melek sosmed. "
657,Gilakkkk kerennnnn
658,"Wahh keren 🥺🥺🥺🥺
Finally youtube rewind yg bagus ada lg"
659,Merinding woyy gila bagus banget
660,"Finally, see you again captain @reza oktovian"
661,BEST
662,team #SOAPKING gak ada ya?
663,ada pak Muh ternyata.
664,🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍
665,Gaada RIA SW :(
666,"Kami Rindu Indonesia Yang Penuh Tawa Ceria Bukan Hanya Duduk Rebahan Saja Jaga Kesehatan Demi Generasi Masa Depan 
#NyalakanIndonesia"
667,KEREN PARAH!!!
668,"Trendingkan !! 
Note : jangan pake emot kalau mau ini trending"
669,anjay
670,Kerennn bangetttt😭❤️
671,Erikolim mana wkwkw
672,Ga rame kyk 2015
673,SOUNDNYA keren banget 👍
674,GOKILLL!!
675,TRENDINGGGGGG
676,Ini menyentuh sih asli real kenyataan di 2020.
677,JUJUR GA BISA BERKATA KATA LAGI-!! INI KEREN ABIEZZ 😭💖
678,Apaansi anjir ada yang nyaranin nonton tapi gangerti banget maksudnya apa??
679,DAMN BRO
680,Kelasnya beda emang yg ini
681,Untumg Ada lord arap
682,Gokil
683,Goosebumps 😯
684,Lord bken ndk ada🤣
685,"keren banget sih, tim produksi dan segala isinya kalian keren. semua yang ada di video ini keren puooool"
686,Sadar gak sih view sama like masih banyak likenya😂
687,demi apa merinding😭 ngga ada lawan!😭
688,"PECAHHH!!! MERINDING BANGETTTTT, semua scene menurutku favoritt, keren polll<3"
689,Kerennn...
690,Pecah sih ini!!!
691,"keren bgt, terharuuu🥺🥺 gooo trendingggg🔥🔥🔥"
692,Thebest indonesiaku tetap sehat indonesiaku jaya yutuber indonesiaku ❤️❤️🔥🔥🔥
693,Si Regii mana wkwk
694,"keren bat parah😭, pas di menit 6:18 auto nangis, teringat sejak maret 2020 diliputi rasa takut mau keluar rumah, kesepian yang selalu meliputi, bencana alam di beberapa titik, korban covid bertebaran, kehilangan orang tersayang dan orang yang telah berjuang di medan perang melawan virus covid, sgt bersyukur masih ada orang-orang baik yang selalu menghibur dan berkarya melalui platform ini, terima kasih banyak, so proud of u guys!!"
695,ada paman coki & tretan muslim auto ngakak🤣
696,Sampe nangis gw woeyyyy
697,Gokilll bangett pen nangisss😭😭😭💖
698,Kok bisa keren si:')
699,Merinding gw sumpah bagus kali 👍👍👍
700,G O K I L!
701,"Demi apa sihh keren banget,sampe nangis loh nntn nya"
702,"Kata terima kasih sebesar-besarnya sudah membuat karya ditengah-tengah pandemi ini, dan semoga cepat membaik dan berakhir...

Entah bagaimanapun, kita dan semua warga negara Indonesia harus tetap tegar dan kuat menghadapi masa-masa pandemi ini."
703,KEREN PARAH!!!!!!!! TERBAIK!
704,"nangis gua nontonnya.....
Lot of thanks from us
Good job all Indonesian YouTubers."
705,👍👍👍👍👍👍👍👍👍👍👍
706,Keren parah si ini!!!!! Youtube rewind indonesia is back!!!!
707,INI KARYA ANAK BANGSA BERSATU.. KEREEEEEEEEEEEN !!!!🔥🚀🇮🇩
708,Letss goooo trendingg
709,woah
710,"Gilaaaaa keren abis....gue bukan siapa siapa. Tapi setelah ini gue menjadi lebih yakin bahwa Indonesia aku pada mu....gue bangga lahir besar dan menjadi bagian terbaik negara Indonesia.

Yang terbaik untukmu Indonesia"
711,#RI2020
712,Respect!
713,Gilaaaaa
714,NANGISSS KEREEN BANGEETTT!!!
715,MERINDING!!!
716,Keren.
717,8:26 - 9:17 Goosebumps 😭🔥
718,BAGUS BGTT WWWOOIIII
719,BEST
720,HARUS TRENDINGG
721,"Ada beberapa Youtuber yang ga masuk ya, contohnya Panji, Baim, Rans, Sule, Taulany TV, idk syarat masuk rewind tuh seperti apa, tapi soal konsep Videonya Juara.

Dan masih ada beberapa Youtuber asing dimata gue, mungkin guenya yang Kudet kali."
722,KEREN PARAAAAHHHHHHH
723,u all made it.
724,terharu banget 🥺🥺🥺
725,Mantap❤️
726,Akhirnya yang ditunggu tunggu
727,8:36  😭😍
728,Bang raditnya mana
729,Rasa ingin jadi YouTubers 📈📈tapi yasudah lah gak mendukung 📉📉
730,I got goosebumps
731,Kacau emosi gua naik turun bgtt 😭😭😭😭
732,See you skinny21indonesia thank's for your Work
733,#trending1
734,"Adegan khusus untuk deadwood, umat lucu, pemuda tersesat
4:25 - 5:20"
735,Keren banget gilaaaa pecahhhhh🔥
736,Gilaaa siii keren bgt!!
737,MERINDINGGGGG
738,THE BEST 👍
739,salut dan terharu Gila Proud Indonesia
740,"GILAKK KEREN PARAHHH😭😭😭😭 Salut sama kak Chandra, Aulion, dan teamnya,, aaaa proud bangettt❤️😭💘"
741,"Keren bgtttt. Apresiasi setinggi tinggi tingginya buat aulion, chandra, and the team"
742,"Ini lebih banyak ytbernya dari yg kmrn 👍, dan lebih mantap"
743,PROUD OF U ALL😍😍😍
744,"gilakk,pertcah bgtt kereennnn"
745,"PARAHH PALENG SANGAR IKI COK DIBANDING SEMUA KONTEN 2020 .
LEK GAK TRENDING BRARTI YTNE PICEKK !!"
746,"Goodbye skinnyindonesia24,gua selalu support klian🤗"
747,PECAH PECAHHHHHHHH!!!!!!!!
748,KEREN
749,"mau nangis,, berasa liat youtube dgn konten kreator yg bner2 gw tau bgt mereka dgn platform masing2 ;("
750,i see your hardwork guys
751,"Merinding dan terharu atas persembahan terakhir kalian 🔥👏👏
Ayo trending kan!!!"
752,"kalian luar biasa
thanks a lot udh bikin karya sebagus dan sekeren ini..Kreafitas anak-anak Bangsa yg harus terus dikembangkan.. Dan jujur,pas adegan ttg corona,kebakaran dan badai bikin gua netesin air mata ,apalagi saat gotong royong bagiin masker untuk nolong sesama dgn Hanindhya nyanyiin lagu Indonesia Pusaka diiringi aransemen yg Keren parah,Pecahh pokoknya"
753,Going to be Trending
754,Gaada yg expect bakal ada rewind di 2020. Dan tiba tiba BOOM!!!
755,3:10 kaget ada penampakan guys 😅😅
756,keren paraaahhhh
757,gokil parah
758,KEREN BANGETTTTTT KERENN BGTTTTT
759,"Tetiba aku nangis pas di momen skinnyindonesian buka pintu:""("
