No,Komentar,P1,P2,P3,Hasil,,
1282,11:35  huhuu im cryðŸ¥ºðŸ˜¢ðŸ˜¢ðŸ˜¢,1,1,1,Positif,,
1283,Speechless wehh....,1,1,1,Positif,,
1284,Kereeeeen pisaaannnâ¤ï¸â¤ï¸â¤ï¸,1,1,1,Positif,,
1285,mantap,1,1,1,Positif,,
1286,KERENN ABISSðŸ”¥ðŸ”¥ðŸ‡®ðŸ‡©,1,1,1,Positif,,
1287,it feels like end of decade :(( we will start new decade,1,1,1,Positif,,
1288,perfectly done dari pre sampai post gak maksain yang harus ada dan berusaha input all type of diversity yang ada memang sendiri mustahil belum bisa tapi kalau bersama there is a way,1,1,1,Positif,,
1289,Keren parahh,1,1,1,Positif,,
1290,Superb,1,1,1,Positif,,
1291,Sumpah ini keren banget!!,1,1,1,Positif,,
1292,Udh deh kalian semua keren apalagi keluarganya atta dah mantep dah dah dah,1,1,1,Positif,,
1293,Pak muh hahahahha,1,1,1,Positif,,
1294,Pak Muhhhhh,1,1,1,Positif,,
1295,Waah ini bagus sihh. Emang terbaek,1,1,1,Positif,,
1296,beeeeest,1,1,1,Positif,,
1297,MANAAAA MIAWAUGGGGGG SAMA GARASI DRIFTTTTT ðŸ˜ ðŸ˜ ,0,0,0,Netral,,
1298,Beda jauh ama yg disponsorin sama bank ya wkwk.,0,0,0,Netral,,
1299,It must go trending!,1,1,1,Positif,,
1300,GILAKKK BENERBENER NONTONNYA SANGATSANGAT MENAKJUBKANNN!!! BARU KALI INI KOMEN DI YOUTUBEðŸ˜ðŸ˜ðŸ˜,1,1,1,Positif,,
1301,"Netes air mata gw anjirrr, keren banget, sekuat itu kita semua bisa melalui 2020 dengan hal2 yang baik dan sangat baik ...",1,1,1,Positif,,
1302,THIS IS AMAZING!!,1,1,1,Positif,,
1303,NANGIS LIAT INI KEREN BANGET!!!!,1,1,1,Positif,,
1304,Reza Arab ikut rewind lagi woiiiiiðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1305,"merinding banget gue nonton ini, semuanya yang terangkum bikin gue inget dan bersyukur. di tahun yang berat ini gue ngalamin bebagai macam cobaan, jatuh bangun. tapi gue berthan sampai titik ini",1,1,1,Positif,,
1306,Seru bnget IT'S THE BETS,1,1,1,Positif,,
1307,Dita Karang mana banggggggggggg???,0,0,0,Netral,,
1308,idenya parah si out of the box bgtt,1,1,1,Positif,,
1309,Woah gila ini keren bangetðŸ˜­ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1310,"Gua ramal, bakal trending 1.
Ntar bilang ya kalo udah trending.",1,1,1,Positif,,
1311,GA ADA OBAT,1,1,1,Positif,,
1312,PARAHHH KEREN BGT SI INI,1,1,1,Positif,,
1313,Makasih,1,1,1,Positif,,
1314,Kurang chikakiku tuh,0,0,0,Netral,,
1315,THE BEST ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1316,Merinding asliikbsama kreativitas dan sense of art/design nya,1,1,1,Positif,,
1317,"lindungi indonesia kami,dan matikan kami dalam keadaan husnul hotimah ya rabb....amin .",0,0,0,Netral,,
1318,GILAAAAAA KEREN ABIZZ,1,1,1,Positif,,
1319,2016 vibe,0,1,0,Netral,,
1320,ericko lim gaada nih? ðŸ˜,0,0,0,Netral,,
1321,debes!,1,1,1,Positif,,
1322,AnjaaayðŸ––,1,1,1,Positif,,
1323,mantap,1,1,1,Positif,,
1324,"Di YouTube rewind ini, semua yang menonton menaruh harapan besar agar di tahun 2021 tidak ada lagi kejadian seperti tahun ini.
#save2020",1,1,1,Positif,,
1325,NANGIS BGTTT BAGUSS BANGETTTT!!!!ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1326,KEREN BANGEETTTTTðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1327,PAK MUUHHHH,1,1,1,Positif,,
1328,Indosiar butuh editor kek gini njir,1,1,1,Positif,,
1329,kerennnðŸ”¥,1,1,1,Positif,,
1330,Satu kata Merinding !!!!,1,1,1,Positif,,
1331,KEREN BGT MERINDING ðŸ˜­ðŸ˜­ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1332,GokssðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1333,PECAAH GILAAA!,1,1,1,Positif,,
1334,"Pas denger ""Angkatan 2020 selamat anda telah lulus"" merinding bgt huhu too sad too cry",1,1,1,Positif,,
1335,Sumpah keren bangeeeeet ðŸ˜­,1,1,1,Positif,,
1336,Ada Fadil sama pak muhðŸ˜‚,0,1,1,Positif,,
1337,"The real rewind is back
Otw trending",1,1,1,Positif,,
1338,Kurang lagu lemon tree gustixa:'(,0,0,0,Netral,,
1339,kereeen #2019GantiPResident,-1,0,0,Netral,,
1340,4.16 savage,1,1,1,Positif,,
1341,that among us scene concept and brainstorming idea was so lit!!!  GG #RI2020,1,1,1,Positif,,
1342,Sumpah ini gila banget woi,1,1,1,Positif,,
1343,Yg Dislike RadaÂ² Bro,1,1,1,Positif,,
1344,KERENN BANGETTTT!!!!,1,1,1,Positif,,
1345,PAK MUH...,1,1,1,Positif,,
1346,KEREN BGT ASLI GUA MERINDINGGGGGG!!!!!,1,1,1,Positif,,
1347,Pengen youtuber idolamu collab? Nonton video ini ajaðŸ‘ŒðŸ»,1,1,1,Positif,,
1348,AKU CINTA INDONESIA,1,1,1,Positif,,
1349,"Sekarang gak akan ada lagi yg komen kebanyakan isinya artis bukam yutuber
Keren anjir",1,1,1,Positif,,
1350,#RI2020 GILAAA KEREN BANGETTT,1,1,1,Positif,,
1351,Sad ending sih tpi sumpah ini keren bnget,1,1,1,Positif,,
1352,mantap pollllâ¤ï¸,1,1,1,Positif,,
1353,nangissss keren bangeettt,1,1,1,Positif,,
1354,"FINALLY!!! KEREN BANGET GILAAAAA!!
#RI2020",1,1,1,Positif,,
1355,"TRENDING!! #01
ðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
1356,Itu gimn ceritanya anjir yg nonton 522 yg ngelike 557,0,0,0,Netral,,
1357,Gangerti lagi ini GILA bgt,1,1,1,Positif,,
1358,GASSSS TROSSSS,1,1,1,Positif,,
1359,"Kenapa setiap rewind selalu ada kak Dovi,Atta dll ya?
Perasaan tahun ini mereka GK terlalu up di yt",0,0,0,Netral,,
1360,Mancaaaaa........Mnaaaaa.....Mancaaaaa....âœ”ðŸ˜¢,0,0,0,Netral,,
1361,Cringe,-1,-1,-1,Negatif,,
1362,"Jangan komen pake emot,trndingkannnnn",1,1,1,Positif,,
1363,Bingung sm yg ngeunlike,1,1,1,Positif,,
1364,Ya ampun salfok bapaknya kak fadil woyy,1,1,1,Positif,,
1365,demi apazihhh keren bgt!!!,1,1,1,Positif,,
1366,ihh kenapa ga ada qory sama brando??,0,0,0,Netral,,1
1367,"#RI2020
KALIAN TERBAIK ðŸ‘",1,1,1,Positif,,
1368,"Ahh bunaaa salfok banget, cantikkkðŸ˜­",1,1,1,Positif,,
1369,2:13 bang budi panutan,1,1,1,Positif,,
1370,KELAS DUNIA ðŸ”¥,1,1,1,Positif,,
1371,menit 1:00 itu plagiat cod cold war anjgggg,-1,-1,-1,Negatif,,
1372,WAJIB BANGET NI TRENDING,1,1,1,Positif,,
1373,"Keren :""')",1,1,1,Positif,,
1374,GOKIL ABIS,1,1,1,Positif,,
1375,Tretannn And Cokiii The Best,1,1,1,Positif,,
1376,"Yah, meskipun 2020 sudah hancur banget, di januari kita sudah beri banjir, kemudian beberapa bulan kemudian covid-19 masuk ke indonesia, kita diam di rumah terus, semua acara yang udah disusun bareng temen semuanya hancur..... ya bener bener tahun terburuk, tapi lihatlah di akhir tahun kita sudah disuguhi dengan hal yang sangat hangat banget, jadi kalo 2020 udah menjadi tahun terburuk maka jangan buat tahun 2021 menjadi tambah buruk :)",1,1,1,Positif,,
1377,Kuntull sayag,0,0,0,Netral,,
1378,Goosebumps...goosebumps dimana mana...merinding+nangisðŸ˜­,1,1,1,Positif,,
1379,ADA DAVID AAAAAA,1,1,1,Positif,,
1380,Parah sii sampe keluar air mata coy,1,1,1,Positif,,
1381,MERINDINGGGG KEREN BGTTTT,1,1,1,Positif,,
1382,magda sama konex,0,1,0,Netral,,
1383,"TRENDING!! #01
ðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
1384,Keren parah,1,1,1,Positif,,
1385,Keren bgtt sumpahðŸ˜˜ðŸ˜˜,1,1,1,Positif,,
1386,Sumpah yg dislike ga ngerti gue ada masalah hidup apa dia awokwowkwok,1,1,1,Positif,,
1387,"pov : TERIMAKASIH SELALU ADA 
          TERIMAKASIH SELALU ADA
          TERIMAKASIH SELALU ADA",1,1,1,Positif,,
1388,Demi apa gue nangis liat video ini sumpah ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ keren banget gilaaaakkkkkk,1,1,1,Positif,,
1389,Video terepic yang gua tonton di tahun 2020 ðŸŒ»,1,1,1,Positif,,
1390,"Mantap YouTube rewind Indonesia.
Lengkap sudah divideo ini.
skinnyIndonesia24 tetap di hati pokoknya.",1,1,1,Positif,,
1391,Keren bet njirr,1,1,1,Positif,,1
1392,TERLALU KEREN ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1393,Gila sayang bgt sama pak muh :)),1,1,1,Positif,,
1394,Keren kereeen banget!!! fire,1,1,1,Positif,,
1395,"Anjir Hanin,cinta mati gue sama lo!!!
Keren semua gilaaaa",1,1,1,Positif,,
1396,Lagi seru eh iklan ðŸ˜£ tp ini keren bangetðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1397,Ngebaperin sumpa ðŸ˜­,1,1,1,Positif,,
1398,"7:58
Gua nangis sumpaaa
Go trending plisss",1,1,1,Positif,,
1399,WOYYBARU KALI INI LIAT VIEWS SAMA LIKE SEIMBANG!!!!,1,1,1,Positif,,
1400,Ada yang lihat ODADING MANG OLEH?,0,0,0,Netral,,
1401,AMAZING ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1402,KEREN PARAH,1,1,1,Positif,,
1403,Engga ada obat emang,1,1,1,Positif,,
1404,AAA MERINDING,1,1,1,Positif,,
1405,Kerennnn,1,1,1,Positif,,
1406,"Scene terepik menurut aku
Waktu matiin mic
Ngomong sama kursi kosong
Kekeyi bukan boneka",1,1,1,Positif,,
1407,"GA NGERTI LAGI MERINDING BGT TB TB NANGIS KEINGET KONTEN KREATOR JAMAN DULU KA CANDRA, KA ARAP DKK, SUMPAH I NANGIS BGT KANGENðŸ˜­ðŸ‘‰ðŸ»ðŸ‘ˆðŸ»",1,1,1,Positif,,
1408,MANAAAAA FPIIIIII WOYYY KOK GA ADAAAA,0,0,0,Netral,,
1409,Keren abis bang,1,1,1,Positif,,
1410,kren,1,1,1,Positif,,
1411,"DEMI APAPUN TBTB AIR MATA GUA KELUAR MEN GILA GILA, BENER"" KEREN BANGETT BANGETT BANGETTTT",1,1,1,Positif,,
1412,KERENNNNNNN BGTTTTTTTTTTTT,1,1,1,Positif,,
1413,"Yg nonton lebih dari 5 kali ada gak, sakin bagus nyaðŸ˜˜ðŸ˜",1,1,1,Positif,,
1414,"Di 2020 ini, berat banget
Tdk ada restu ortunya, pekerjaan terhambat, dll",0,0,0,Netral,,
1415,kereeeeeeeeeeeeeeeeeeeeeeeeeeeeeen paraaaaaaaaaaaah,1,1,1,Positif,,
1416,Mantap bro. Keren,1,1,1,Positif,,
1417,erikolim kok gaada,0,0,0,Netral,,
1418,Keren gilaa #RI2020,1,1,1,Positif,,
1419,Gokil abis cuy ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,1,1,1,Positif,,
1420,"Sedih banget woyy, KEREN BANGETTTTTT",1,1,1,Positif,,
1421,9:45 kereeeeeeen gak ketulungan,1,1,1,Positif,,
1422,Wht a concept man..:''))),1,1,1,Positif,,
1423,GOODJOBBB INI KEREN BGTTTTTTT,1,1,1,Positif,,
1424,Wah gila keren PARAHH,1,1,1,Positif,,
1425,Hapus aja rewind yang dr narkoboy malumaluin wkwkw jauh banget bagusan rewind yang di handle chandra,0,0,-1,Netral,,
1426,#RI2020 majuuu teruss,1,1,1,Positif,,
1427,Keren parah,1,1,1,Positif,,
1428,Pas liat Pak Muh sama Bang Fadhil gatau kenapa ikutan senyumâœ¨,1,1,1,Positif,,
1429,GILAAA!!!!!!! ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1430,Gokzzzz parah sih,1,1,1,Positif,,
1431,Gila Sih Ini Yang Gua Tunggu Tunggu Para Senior Berkumpul Kembali Untuk Rewind Yah Di nanti nanti. Good For You skinny Yang Tahun ini atau esok adalah tahun Terakhir Buat kalian. Kami Bangga Dengan Kalian Wahai Para senior Senior Ku,1,1,1,Positif,,
1432,ketika lo ngerasa bersalah karena dapet tontonan sebagus ini karena cuma bisa like,1,1,1,Positif,,
1433,Keren banget woyðŸ˜­,1,1,1,Positif,,
1434,this rewind ðŸ”¥ðŸ”¥ðŸ”¥ petjahðŸ”¥ðŸ”¥,1,1,1,Positif,,
1435,"4:15 dimatiin dong mikrofonnya, yak kenal adegan itu",1,1,1,Positif,,
1436,Pecahhhh sih paling pecahhh..,1,1,1,Positif,,
1437,"Bagus buanget banget banget...ðŸ‘ðŸ‘ðŸ‘
Trending!
Trending!
Trending!",1,1,1,Positif,,
1438,Cepet trending yaa,1,1,1,Positif,,
1439,AAAAAH KEREEEENðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1440,"2:49 : Chef Arnold
2:51 : Chandraliow",1,1,1,Positif,,
1441,keren parahhh!!!,1,1,1,Positif,,
1442,where bintang emon wkwk,0,0,0,Netral,,
1443,Yg dislike pasti anak2 tiktodd :v,0,0,0,Netral,,
1444,keren !,1,1,1,Positif,,
1445,Erpan1140 :'(,0,0,0,Netral,,
1446,Keren banget.. ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ» banyak banget youtuber indonesia 2020..,1,1,1,Positif,,
1447,"Mulai menit 7:35 epic bgt..
Mood campur aduk..
Musik yg kerennn bgtt",1,1,1,Positif,,
1448,SUMPAH KEREN BANGET KONSEP NYA ALUS BANGET GG !!,1,1,1,Positif,,
1449,Masterpiece,1,1,1,Positif,,
1450,Gokss,1,1,1,Positif,,
1451,GoksðŸ‘ðŸ‘ðŸ‘,1,1,1,Positif,,
1452,kerennn,1,1,1,Positif,,
1453,"GG GAMING
GG GAMING GK GUYS REWIND 2020
KITA ABSEN DULU:
AD DEDDY ",1,1,1,Positif,,
1454,Kurang rewind tentang erick balik ke rumahhhðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,Netral,,
1455,"Ttep. Team Han ji pyeong
#youtuberewind2020 #startup",0,0,0,Netral,,
1456,Gacor parah inimah kerennðŸ˜­,1,1,1,Positif,,
1457,Masih ada hal baik di 2020,1,1,1,Positif,,
1458,Wah gila ini mah gua ulang berulang ulaangg co,1,1,1,Positif,,
1459,Gila sih....KERENNNN ABIZZ Gk ada obat sih,1,1,1,Positif,,
1460,M E R I N D I N G,1,1,1,Positif,,
1461,Keren paraahh!!!,1,1,1,Positif,,
1462,Oh man.. What a masterpiece!,1,1,1,Positif,,
1463,âœ¨keren gaada obatâœ¨,1,1,1,Positif,,
1464,"Paan si ini kan YouTube rewind 
Kok ada si mba r kan dia viral di tik tok",0,0,0,Netral,,
1465,Hahhhhhh apaan sih ini keren banget!!!!!!,1,1,1,Positif,,
1466,Ini YouTube Rewind paling keren sih ðŸ˜­ðŸ‘,1,1,1,Positif,,
1467,Yang dislike punya masalah apa si.... bagus banget ini,1,1,1,Positif,,
1468,WAJIB TREND DAN SELURUH ORANG INDO TAU! KEREN BANGET!,1,1,1,Positif,,
1469,anjir gw baper sampe nangis lihatnya keren parah,1,1,1,Positif,,
1470,keren banget woyðŸ˜­ðŸ‘ðŸ»,1,1,1,Positif,,
1471,Keren keren,1,1,1,Positif,,
1472,Jujur keren bangett mau nangissss ã… ã… ã… ã… ã… ã… ã… ã… ,1,1,1,Positif,,
1473,Akhir nya nunggu selama 4 tahun akhir nya ada rewind yg di direct chandra dkk,1,1,1,Positif,,
1474,Gile broo!!,1,1,1,Positif,,
1475,KEREEENNN BANGETTT ASLIIII,1,1,1,Positif,,
1476,Kerennnn,1,1,1,Positif,,
1477,Bener bener kerenn,1,1,1,Positif,,
1478,Merinding pas hanin nyanyi,1,1,1,Positif,,
1479,Kerennn sangatttðŸ˜ðŸ˜,1,1,1,Positif,,
1480,Keren cokkkkkk jadi flashback ke YouTube lama kernnnnnnn nya ðŸ˜­,1,1,1,Positif,,
1481,Mau meninggol hahaha keren anjir vibesnya dapat banget sumpah deh,1,1,1,Positif,,
1482,mantap,1,1,1,Positif,,
1483,GG parah sih ni....,1,1,1,Positif,,
1484,"Kelassss, parahhhh",1,1,1,Positif,,
1485,Kerenn bgt gila,1,1,1,Positif,,
1486,"Merinding parah, 2020 memang tahun diselenggarakan ujian massal",1,1,1,Positif,,
1487,Keren abis sumpah,1,1,1,Positif,,
1488,Ada pakmuh,1,1,1,Positif,,
1489,Goosebumps rekkk ðŸ˜,1,1,1,Positif,,
1490,Pecah abiss si kereennn,1,1,1,Positif,,
1491,Pleas treanding,1,1,1,Positif,,
1492,Wuiihh cakeeeppp..... GoodðŸ˜ðŸ˜ðŸ˜,1,1,1,Positif,,
1493,"Harusnya bang erpan,erickolim, ryezn, bobon santoso ikut pasti lebih mantap",0,0,0,Netral,,
1494,The long-awaited one has finally arrived,1,1,1,Positif,,
1495,keren bangeeeeeeeeeeeet,1,1,1,Positif,,
1496,"GAK ADA OBATTTTTT, KEREN PARAHHHHHH 
#RI2020",1,1,1,Positif,,
1497,MASTERPIECE ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1498,"Sumpah, keren bgt bgt bgt bgttt",1,1,1,Positif,,
1499,KERENN MASHAALLAH,1,1,1,Positif,,
1500,"b aja sih, ga ada nangisnya",-1,0,0,Netral,,
1501,4:10 familiar,0,0,0,Netral,,
1502,secara tidak langsung disponsori oleh REDDORZ,1,1,1,Positif,,1
1503,"Gillaaaa keren parahhh 
bangga haru dan emosional banget ....",1,1,1,Positif,,
1504,Kagak ada QG ðŸ™„ ðŸ˜”,1,1,1,Positif,,
1505,"keren banget, asliðŸ”¥ðŸ”¥ðŸ”¥",1,1,1,Positif,,
1506,luar biasa!!,1,1,1,Positif,,
1507,SKINNYINDONESIAN24ðŸ”¥ðŸ”¥,1,0,0,Netral,,
1508,"Bangga, Seneng, terharu, sedih, nangis jadi satu ðŸ˜­",1,1,1,Positif,,
1509,Sumpah gak boong bikin merindingðŸ¤©ðŸ˜­,1,1,1,Positif,,
1510,agung hapsah yang mana ya,0,0,0,Netral,,
1511,Asli epic parah ...kalo YouTube bikin rewind kalah dari ini payah asli,1,1,1,Positif,,
1512,P. P. P. P. P. P. P. P. P.. P. P. P. P. P. P. P. P. P. P. P. P. P. P. P. P,0,0,0,Netral,,
1513,speechless,1,1,1,Positif,,
1514,"Keren banget tapi sayangnya youtuber gamenya dari game petak2 yg buriq, ini kan bukan 8 bit harusnya bisa gamer kayak milhya, ekoju, donkey, Benny Moza, bang Alex dll",1,1,1,Positif,,
1515,KERENN PARAH ASTAGAAA!!!,1,1,1,Positif,,
1516,"Ah mantapp. 
Terus berkaryaa para kreatorr. 
Kami sangat terhibur dengan konten2mu..",1,1,1,Positif,,
1517,11/10,1,1,1,Positif,,
1518,Keren ajg!!!!!!,1,1,1,Positif,,
1519,Gila bgt parah,1,1,1,Positif,,
1520,ericko lim,0,0,0,Netral,,
1521,It's a lit. I say that this is a truly masterpiece. I'm so proud of you guys who behind this project. Keep shining kings and queens!!!,1,1,1,Positif,,
1522,"Gokillll !!! Keren Parah, merinding anjir",1,1,1,Positif,,
1523,"Keren bangett! SenyumÂ² sendiri liatnyaa, uhuyyy, sukses semuanyaa",1,1,1,Positif,,
1524,PARAH PARAH PECAH COYðŸ’£ðŸ’¥,1,1,1,Positif,,
1525,#RI2020,1,1,1,Positif,,
1526,Gilssssss keren batt,1,1,1,Positif,,
1527,Please trendingg,1,1,1,Positif,,
1528,lah kenapa malah nangis ðŸ˜­ðŸ˜­ ..,1,1,1,Positif,,
1529,See you 2020,1,1,1,Positif,,
1530,Huaaaas gilaaa kerennn parahh sihhh,1,1,1,Positif,,
1531,Keren bangettt sampe merinding guaaa,1,1,1,Positif,,
1532,DEMI APA KERENN BANGETTT!!! WOI TRENDING KAN CEPETAN,1,1,1,Positif,,
1533,PAK MUHHH MOOD SEKALIIIIIII,1,1,1,Positif,,
1534,demi apa part #NyalakanIndonesia it's make me cry :(,1,1,1,Positif,,
1535,THIS IS LITT ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1536,"GG nih, pas scene lagu Blackpink di medley sama Lathi ! Keren dah sumpah. Bangga ðŸ‡®ðŸ‡©",1,1,1,Positif,,
1537,"Shame on you Yt rewind, ours is better #RI2020",1,1,1,Positif,,
1538,"Thanks 2020, Thank you atas semua pelajaran berharga nya â¤ï¸",1,1,1,Positif,,
1539,Keren parah sih..,1,1,1,Positif,,
1540,"FIX MUST TRANDING 1 
EPIC VIDIO",1,1,1,Positif,,
1541,"Satu lagi masterpiece dari Indonesia, Good Job 2020, sukses terus Indonesiaku",1,1,1,Positif,,
1542,Gajelas cok seru juga ngga,-1,-1,-1,Negatif,,
1543,KEREN BGT â¤ï¸,1,1,1,Positif,,
1544,PARAAAAAAAAAAH ðŸ”¥ðŸ”¥ðŸ”¥ TERIMA KASIH BANYAK,1,1,1,Positif,,
1545,"Yg nonton 446k, yg like 550k, HOLYYYYYY GILA",1,1,1,Positif,,
1546,Yo lets go trending!!!!!!!,1,1,1,Positif,,
1547,"Wow keren.. Semoga saya bisa bergabung di tahun depan.. Jika tidak tahun depanya lagi.. 
Tetap semangat berkarya...",1,1,1,Positif,,
1548,"Wow, karya luarbiasa",1,1,1,Positif,,
1549,Youtube Rewind Indonesia 2020 Gak Ada Obat ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1550,Epick,1,1,1,Positif,,
1551,KERENNNNN BANGETT,1,1,1,Positif,,
1552,Keren sangat,1,1,1,Positif,,
1553,BAGUS BANGET PARAH,1,1,1,Positif,,
1554,Kok bagus si,1,1,1,Positif,,
1555,Paraaaaaaahhh anjir ðŸ‘ðŸ‘ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,Positif,,
1556,Anjir banyak yang udah ada tanda âˆš nya dong kapan gua kek gitu:/,1,1,1,Positif,,
1557,Ini rewindnya YouTube apa tiktok ðŸ˜‚,0,0,0,Netral,,
1558,"Masih di pantau...

-Trendingkan #RI2020",1,1,1,Positif,,
1559,sangat menyentuhðŸ˜­,1,1,1,Positif,,
1560,Ini ngaco kerennya ðŸ˜­,1,1,1,Positif,,
1561,Parah si keren banget,1,1,1,Positif,,
1562,Keren banget,1,1,1,Positif,,
1563,Kereen bgt yampun,1,1,1,Positif,,
1564,Youtube rewind ter THE BEST,1,1,1,Positif,,
1565,gilaaaaaaaaaaa ini baru the best,1,1,1,Positif,,
1566,Sumpah gak bisa ngomong apa-apa lagi... Kereeeeeennn,1,1,1,Positif,,
1567,"Kenal youtube dari awal tahun 2015~
5 tahun kerasa banget :)
Semua yang di puter di part akhir, ngena banget deh. 
Terima Kasih untuk semua content creator atas pengalaman menakjubkan nya :)",1,1,1,Positif,,
1568,KEREN BANGETTTT ðŸ¤—ðŸ˜,1,1,1,Positif,,
1569,Woowww,1,1,1,Positif,,
1570,Luar biasa...  Semangat gotong royong,1,1,1,Positif,,
1571,Thank you for making an amazing YouTube rewind 2020ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­â£ï¸â£ï¸â£ï¸,1,1,1,Positif,,
1572,Rewind is coming !!,1,1,1,Positif,,
1573,T_T Pengen Salto Jadinya,1,1,1,Positif,,
1574,"5:31 apaaaan kenapa ga ada Kekey?

ðŸ˜²ðŸ˜²ðŸ˜²ðŸ˜²ðŸ˜²ðŸ˜²ðŸ˜²",0,0,0,Netral,,
1575,5:57 for LDP fans :â€),0,1,0,Netral,,
1576,"Aghhh i can't handle my tears :""""""""""",1,1,1,Positif,,
1577,LET'S GO TRENDING!!!!,1,1,1,Positif,,
1578,Bro I'm here for. A good laugh. Not teary eyes.,1,1,1,Positif,,
1579,"""TRENDINGKAN YUK""
""TRENDINGKAN YUK""
""TRENDINGKAN YUK""
""TRENDINGKAN YUK""",1,1,1,Positif,,
1580,"""TRENDINGKAN YUK""
""TRENDINGKAN YUK""
""TRENDINGKAN YUK""
""TRENDINGKAN YUK""",1,1,1,Positif,,
1581,5:31 OH IM NOT UR LITTLE DOLL ðŸ§¸ðŸ§¸ðŸ”¥ðŸ”¥,0,0,0,Netral,,
1582,GILAAA !! BRAVO AULION N CHANDRA! AND ALL TEAM!! HARUSNYA JADI YOUTUBE INI MAH KELAS REWIND GLOBAL!!,1,1,1,Positif,,
1583,"""TRENDINGKAN YUK""
""TRENDINGKAN YUK""
""TRENDINGKAN YUK""
""TRENDINGKAN YUK""",1,1,1,Positif,,
1584,"sediiiih i grow up watching you guys all, thank you for cheering me up through my dark days this past few years! till we meet again sehat sehat kalian creator hebaatðŸ˜Š!",1,1,1,Positif,,
1585,8:38 ada lele gaess,0,1,0,Netral,,
1586,KERENNNN ðŸ”¥ðŸ”¥ I WILL RATE 100/10 ....,1,1,1,Positif,,
1587,Persembahan terakhir untuk Rewind. Terima kasih semua. ðŸ™,1,1,1,Positif,,
1588,"MO nagisðŸ˜­,  STAY HEALTHY GUYS",1,1,1,Positif,,
1589,"""THIS IS YOUTUBE REWIND INDONESIA""",1,1,1,Positif,,
1590,"10:50 Halo,JEMPUT CEWE DI PANGGANG",0,0,0,Netral,,
1591,Missing : RIA SW,0,0,0,Netral,,
1592,#RI2020 is on FIRE!,1,1,1,Positif,,
1593,7:52 merindiiinggg bangettttt,1,1,1,Positif,,
1594,11:34 old generation say goodbye to the new generation damn i love that scane,1,1,1,Positif,,
1595,GOKIIILLLL!! KEREEN PARAAAHH ðŸ’¯ðŸ˜­,1,1,1,Positif,,
1596,9:56 Booommmm!,1,1,1,Positif,,
1597,"Terima kasih banyaak buat support dari temen-temen! Semoga video ini bikin semangat utk temen2 kreator bikin konten yang seru, bermanfaat & bisa menginspirasi satu sama lain. Terima kasiih ðŸ™ðŸ»ðŸ˜­",1,1,1,Positif,,
1598,"So really"" love it so much, kalau udh garapan chanliaw keren bgt high class. So I am so proud... #nyalakanindonesia",1,1,1,Positif,,
1599,"4:15

Anjay 
Mic nya di muteðŸ¤£",1,1,1,Positif,,
1600,The real karya anak bangsa INDONESIAðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,1,1,1,Positif,,
1601,"Terima kasih semua pihak yg support semua masyarakat indonesia yg support, bersama berbagi, bersama beragam dan saling memahami itu indah. Keren gila!",1,1,1,Positif,,
1602,Rewind Indonesia 2020. #RI2020,1,1,1,Positif,,
1603,"Terima kasih semua pihak yg support semua masyarakat indonesia yg support, bersama berbagi, bersama beragam dan saling memahami itu indah. Keren gila!",1,1,1,Positif,,
1604,When i see Red Doors :,0,0,0,Netral,,
1605,Miawaug be like: gw mana saya mana,0,0,0,Netral,,
1606,4:13 best moment,1,1,1,Positif,,
